,Document_No,Dominant_Topic_1,Perc_Contribution_1,Topic_Keywords_1,Dominant_Topic_2,Perc_Contribution_2,Topic_Keywords_2,Dominant_Topic_3,Perc_Contribution_3,Topic_Keywords_3,Text,Question
344,344,58,0.3425000011920929,"for, int, follow, time, complexity, run, if, give, code, return",12,0.09679999947547913,"hash, element, table, bucket, use, function, result, find, close, key",43,0.013000000268220901,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['find', 'bind', 'challenge', 'average', 'run', 'time', 'function', 'int', 'void', 'foo', 'for', 'for', 'for', 'count']","Find the Bound Challenge! (What is the average run time of the function below)int count = 0;void foo(){ for (int i = 0; i <n; i++) for(int j = 0; j < 100*n; j++) for(int k = 0; k < n*m; k++) count++}
"
345,345,35,0.6047000288963318,"expect, part, course, answerquestion, http, mainphpcmd, answer, first, target, conference",5,0.1347000002861023,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",0,0.0,,"['vs', 'if', 'answer', 'part', 'question', 'first', 'part', 'http', 'course', 'mainphpcmd', 'answerquestion', 'would', 'part', 'http', 'course', 'mainphpcmd', 'answerquestion', 'would', 'part', 'http', 'course', 'mainphpcmd', 'answerquestion', 'would', 'receive', 'information', 'payment', 'client', 'must', 'attempt', 'kill', 'target', 'target', 'press', 'conference', 'recent', 'success', 'look', 'route', 'length', 'give', 'minute', 'use', 'djikstra', 'short', 'path', 'algorithm', 'minimum', 'time', 'take', 'home', 'conference']","Honda vs Lamborghini pt 4if you haven't answered part 1-3 of this question please do so first:part 1: https://peerwise.cs.auckland.ac.nz/course/main.php?cmd=answerQuestion&id=4250213part 2: https://peerwise.cs.auckland.ac.nz/course/main.php?cmd=answerQuestion&id=4250257part 3: https://peerwise.cs.auckland.ac.nz/course/main.php?cmd=answerQuestion&id=4250259Having received information and payment from a client about a new target the hitman must now attempt to kill his target. The target is having a press conference about their recent success. Looking at his route (lengths given in minutes) and using Djikstra's shortest path algorithm, what is the minimum time it will take him to get from his home at C to the conference at E?
"
346,346,5,0.1444000005722046,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",34,0.12839999794960022,"tree, order, binary, node, search, follow, avl, traversal, type, number",58,0.12070000171661377,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'sort', 'algorithm', 'good', 'case', 'time', 'complexity', 'for', 'element', 'time', 'complexity', 'tree', 'traversal', 'method', 'for', 'tree', 'node']","Which of the following sorting algorithms has its best case time complexity (for n elements), to be the same as the time complexity of tree traversal methods (for a tree of n nodes)?
"
347,347,34,0.2761000096797943,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.06710000336170197,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",11,0.04320000112056732,"select, option, andcomplexity, technique, avoid, design, proper, match, insertionsort, check","['suppose', 'follow', 'avl', 'tree', 'select', 'correct', 'order', 'follow', 'tree', 'traversal', 'way', 'display']","Suppose you have the following AVL tree:Select the correct order in which the following 3 tree traversal ways are displayed: i) A > B > D > E > C > F > Gii) D > B > E > A > F > C > Giii) D > E > B > F > G > C > A
"
348,348,4,0.35839998722076416,"complexity, time, large, case, slowest, log, na, number, arrange, average",1,0.0794999971985817,"datum, store, structure, add, right, remove, data, leave, use, follow",26,0.07270000129938126,"need, number, must, real, company, system, create, large, allow, quick","['look', 'net', 'profit', 'next', 'year', 'hire', 'specialist', 'take', 'look', 'company', 'see', 'save', 'time', 'money', 'vehicle', 'make', 'equipped', 'digit', 'would', 'find', 'linear', 'search', 'unsorte', 'list', 'vehicle', 'id', 'shipping', 'vehicle', 'retailer', 'datum', 'structure', 'store', 'vehicle', 'id', 'order', 'reduce', 'time', 'processing', 'power', 'need', 'find', 'would', 'result', 'beat', 'slow', 'lamborghini']","Honda are looking to overtake Lamborghini in net profit next year. They hired a specialist to take a look at their company and see where they can save time and money. Each vehicle they make is equipped with a 10 digit ID. They found that they use a linear search algorithm to search through an unsorted list of vehicle IDs when shipping these vehicles to the retailers. What data structure should they use to store the vehicle IDs in order to reduce time and processing power needed to find each ID and as a result beat the slow lamborghinis?
"
349,349,34,0.2547999918460846,"tree, order, binary, node, search, follow, avl, traversal, type, number",12,0.04769999906420708,"hash, element, table, bucket, use, function, result, find, close, key",29,0.03060000017285347,"fastest, operation, next, object, make, node, head, public, particular, listnode","['avl', 'tree', 'make', 'contain', 'node', 'minimum', 'height', 'tree']","An AVL Tree is made containing 35 nodes. What is the minimum height of the tree
"
350,350,5,0.30640000104904175,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",58,0.1729000061750412,"for, int, follow, time, complexity, run, if, give, code, return",0,0.0,,"['run', 'time', 'for', 'sort', 'algorithm', 'for', 'list', 'size', 'time', 'take', 'second', 'follow', 'run', 'time', 'complexity', 'algorithm']","The run times for a sorting algorithm, for a list size and time taken in seconds , are as follows: = 420, = 69 = 840, = 1104 = 1680, = 17664What is the run time complexity of the algorithm?
"
351,351,48,0.5076000094413757,"like, while, explain, power, line, save, bath, environmentally, reply, comment",34,0.14470000565052032,"tree, order, binary, node, search, follow, avl, traversal, type, number",46,0.020500000566244125,"describe, look, process, sub, mergesort, takes_seconds, returnmove, repeat, typically, arbitrary","['work', 'bath', 'while', 'work', 'create', 'binary', 'tree', 'deliver', 'power', 'point', 'presentation', 'tree', 'projector', 'look', 'like', 'also', 'pass', 'round', 'handout', 'comment', 'text', 'explain', 'aspect', 'presentationbut', 'environmentally', 'friendly', 'decide', 'save', 'paper', 'print', 'tree', 'line', 'later', 'ask', 'tree', 'tree', 'get', 'output', 'reply']","Before working at the University of Bath, while working in Honda, Dr. Tom Finch created a binary tree about one of Honda's competitors.When delivering the Power Point presentation, the tree on the projector looked like this:He also passed round some handouts, with his comments and text explaining some of the aspects of the presentation.But to be more environmentally friendly, he decided to save some paper, and print the tree in one line:He was later asked:""Which tree traversal algorithm did you use on the binary tree to get this output?""What was his reply?
"
352,352,34,0.29660001397132874,"tree, order, binary, node, search, follow, avl, traversal, type, number",10,0.04610000178217888,"perform, page, worst, dictionary, version, improve, partition, quicksort, real, letf",21,0.014800000004470348,"level, visit, hard, bottom, full, spot, extraction, classical, reheapification, followingvisit","['search', 'tree', 'output', 'if', 'perform', 'level', 'order', 'traversal', 'tree']","Insert the arrayinto a Self-BalancingBinary Search Tree. What is the output if you perform a Level-Order Traversal on the tree?
"
353,353,31,0.09549999982118607,"lane, skip, pass, skiplist, change, combined, organise, sum, ask, pointer",5,0.0917000025510788,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",46,0.06340000033378601,"describe, look, process, sub, mergesort, takes_seconds, returnmove, repeat, typically, arbitrary","['best', 'describe', 'happen', 'pass', 'ashell', 'sort', 'assume']","Which statement best describes what happens when you sort an array, arr, of length n during one pass of aShell (k-)Sort(assuming k<n)?
"
354,354,12,0.3199999928474426,"hash, element, table, bucket, use, function, result, find, close, key",14,0.0820000022649765,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",35,0.040800001472234726,"expect, part, course, answerquestion, http, mainphpcmd, answer, first, target, conference","['consider', 'closed', 'hash', 'table', 'linear_probing', 'load_factor', 'for', 'low', 'value', 'expect', 'number', 'step', 'find', 'item', 'exceed']","Consider a closed hash table with linear probing and load factor L. For what lowest value of L does the expected number of steps to find an item exceed 2?
"
355,355,5,0.225600004196167,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",22,0.18039999902248383,"condition, equal, positive, come, efficient, retain, unsorted, elementsie, relation, recurrence",34,0.05920000001788139,"tree, order, binary, node, search, follow, avl, traversal, type, number","['follow', 'sort', 'stable', 'if', 'retain', 'order', 'equal', 'elementsie', 'if', 'come', 'unsorted', 'list', 'come', 'sorted', 'list']","Which of the following sorting algorithms is NOT stable?An algorithm is stable if it retains the order of equal elements.Ie: if x = y and x comes before y in the unsorted list, then x will come before y in the sorted list.
"
356,356,34,0.22840000689029694,"tree, order, binary, node, search, follow, avl, traversal, type, number",58,0.04749999940395355,"for, int, follow, time, complexity, run, if, give, code, return",43,0.047200001776218414,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['correct', 'order', 'operation', 'for', 'post', 'order', 'traversal', 'binary', 'tree']","What is the correct order of operations for a post-order traversal of a binary tree?
"
357,357,34,0.17090000212192535,"tree, order, binary, node, search, follow, avl, traversal, type, number",44,0.05350000038743019,"child, mean, example, new, word, identical, position, orderfor, offor, twist",32,0.05139999836683273,"valid, leaf, apply, try, advice, password, context, stand, treesa, root","['maximum', 'number', 'child', 'node', 'leaf', 'node']","What is the maximum number of child nodes that a leaf node can have?
"
358,358,58,0.21889999508857727,"for, int, follow, time, complexity, run, if, give, code, return",5,0.07769999653100967,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",4,0.012799999676644802,"complexity, time, large, case, slowest, log, na, number, arrange, average","['runtime', 'for', 'input', 'size', 'asymptotic', 'time', 'complexity']","An algorithm has a runtime, for input size n, of T(n)=10000n4+0.075n2+0.091n+102500.What is the asymptotic time complexity of this algorithm?
"
359,359,14,0.28209999203681946,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",58,0.11550000309944153,"for, int, follow, time, complexity, run, if, give, code, return",38,0.06589999794960022,"definition, precision, factor, incorrect, accuracy, difference, theload, full, important, treebinary","['time', 'complexity', 'use', 'definition', 'give', 'week', 'lecture', 'slide', 'fix', 'assume', 'low', 'possible', 'value', 'ofb', 'for', 'definition', 'hold']","An algorithmhas time complexity. Using the Definition of Big-Oh as given in the 2019 Week 1a Lecture (slide 14), fix B = 5.Assuming, what is the lowest possible value ofb for which the definition holds?
"
360,360,26,0.4812999963760376,"need, number, must, real, company, system, create, large, allow, quick",1,0.186599999666214,"datum, store, structure, add, right, remove, data, leave, use, follow",58,0.03550000116229057,"for, int, follow, time, complexity, run, if, give, code, return","['phone', 'network', 'provider', 'wish', 'store', 'mobile', 'number', 'for', 'customer', 'large', 'amount', 'people', 'application', 'need', 'able', 'remove', 'new', 'mobile', 'number', 'quickly', 'for', 'customer', 'join', 'leave', 'provider', 'company', 'want', 'able', 'determine', 'quickly', 'whether', 'individual', 'specific', 'name', 'customer', 'able', 'retrieve', 'phone', 'number', 'datum', 'structure', 'would', 'appropriate', 'store', 'phone', 'number', 'memory']","A phone network provider wishes to store the mobile numbers for their customers (a large amount of people). The application needs to be able to add and remove new mobile numbers quickly, for when a customer joins or leaves the provider, and the company wants to be able to determine quickly whether an individual with a specific name is a customer, and be able to retrieve their phone number. Which data structure would be MOST appropriate to store the phone numbers in memory?
"
361,361,36,0.5371000170707703,"look_like, car, computer, dealership, cost, factory, company, deliver, location, important",12,0.0658000037074089,"hash, element, table, bucket, use, function, result, find, close, key",30,0.03150000050663948,"graph, name, number, edge, vertex, undirected, want, however, direct, main","['suppose', 'employee', 'sale', 'department', 'large', 'car', 'manufacture', 'company', 'task', 'reduce', 'cost', 'transport', 'new', 'car', 'dealership', 'factory', 'order', 'maximise', 'profitsbelow', 'graph', 'cost', 'associate', 'deliver', 'single', 'car', 'dealership', 'location', 'factory', 'location', 'use', 'djikstra', 'algorithm', 'calculate', 'cheap', 'cost', 'deliver', 'dealership', 'factory']","Suppose that you are an employee in the sales department at a large car manufacturing company, (i.e. Honda). Your boss has tasked you with reducing the cost of transporting new cars to dealerships from the factory, in order to maximise profits.Below is a graph with the costs associated with delivering a single car to dealerships from other locations, our factory is at location A. Using Djikstra's Algorithm, calculate the cheapest costs to deliver to each dealership from our factory at A.
"
362,362,34,0.3797000050544739,"tree, order, binary, node, search, follow, avl, traversal, type, number",55,0.04039999842643738,"array, slow, problem, random, may, integer, access, limit, endb, face",4,0.032099999487400055,"complexity, time, large, case, slowest, log, na, number, arrange, average","['provide', 'follow', 'number', 'if', 'perfectly', 'balance', 'binary', 'search', 'tree', 'construct', 'array', 'number', 'root', 'node']","An array is provided with the following numbers: {16, 87, 54, 98, 61, 33, 74}. If a perfectly balanced binary search tree is constructed from this array, which number will be in the root node?
"
363,363,8,0.10000000149011612,"list, link, array, item, would, remove, front, faster, middle, new",5,0.09839999675750732,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",29,0.05310000106692314,"fastest, operation, next, object, make, node, head, public, particular, listnode","['for', 'list', 'fastest', 'try', 'sort', 'define', 'list', 'without', 'mind', 'memory']","For the list: 9,1,2,3,10,4,5,6,8Which of the algorithm will be the fastest when trying to sort the above defined list without minding about the memory.
"
364,364,14,0.1437000036239624,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",43,0.0575999990105629,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",12,0.014499999582767487,"hash, element, table, bucket, use, function, result, find, close, key","['function', 'low', 'growth', 'rate']","Which of these functions has the lowest growth rate?
"
365,365,30,0.2621999979019165,"graph, name, number, edge, vertex, undirected, want, however, direct, main",32,0.04490000009536743,"valid, leaf, apply, try, advice, password, context, stand, treesa, root",34,0.043800000101327896,"tree, order, binary, node, search, follow, avl, traversal, type, number","['order', 'vertex', 'settle', 'apply', 'graph', 'determine', 'length', 'short', 'path', 'vertex']","In what order are the vertices 'settled' whenDijkstra’s Algorithm is applied to the below graph to determine the lengths of the shortest paths from A to all other vertices?
"
366,366,30,0.13899999856948853,"graph, name, number, edge, vertex, undirected, want, however, direct, main",43,0.05469999834895134,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.015300000086426735,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['execute', 'follow', 'short', 'path']","After executing the Dijkstra's algorithm on the following graph what is the shortest path from A to E?
"
367,367,34,0.17730000615119934,"tree, order, binary, node, search, follow, avl, traversal, type, number",32,0.05510000139474869,"valid, leaf, apply, try, advice, password, context, stand, treesa, root",43,0.01489999983459711,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'bst', 'valid', 'avl', 'tree']","Which of the following BSTs is not a valid AVL Tree?
"
368,368,34,0.29899999499320984,"tree, order, binary, node, search, follow, avl, traversal, type, number",36,0.04360000044107437,"look_like, car, computer, dealership, cost, factory, company, deliver, location, important",12,0.013000000268220901,"hash, element, table, bucket, use, function, result, find, close, key","['picture', 'show', 'balanced', 'avl', 'tree', 'balanced', 'avl', 'tree', 'look_like']","The picture below shows a balanced AVL Tree.If I were to insert 10 (or '0010') into the tree. What will the balanced AVL Tree look like after?
"
369,369,5,0.21490000188350677,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",17,0.05220000073313713,"big, notation, assume, comparison, merge, omega, theta, off, transitivity, convert",43,0.013199999928474426,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'sort', 'algorithm', 'comparison', 'sort', 'algorithm']","Which one of the following sorting algorithms, is a non-comparison sorting algorithm?
"
370,370,43,0.12439999729394913,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",12,0.06159999966621399,"hash, element, table, bucket, use, function, result, find, close, key",34,0.05719999969005585,"tree, order, binary, node, search, follow, avl, traversal, type, number","['follow', 'hash', 'function', 'current', 'reccomendation']","Which one of the following hash functions is the current reccomendation?
"
371,371,5,0.23409999907016754,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",35,0.05570000037550926,"expect, part, course, answerquestion, http, mainphpcmd, answer, first, target, conference",12,0.012900000438094139,"hash, element, table, bucket, use, function, result, find, close, key","['follow', 'sort', 'algorithm', 'use', 'sort', 'part', 'alogorithm']","Which of the following sorting algorithms, uses h-sorting as part of its alogorithm?
"
372,372,34,0.27379998564720154,"tree, order, binary, node, search, follow, avl, traversal, type, number",4,0.07639999687671661,"complexity, time, large, case, slowest, log, na, number, arrange, average",3,0.045499999076128006,"method, call, always, line, note, deleting, already, term, null, doessomethe","['time', 'complexity', 'tree', 'traversal', 'method', 'binary', 'treeie', 'pre', 'order', 'post', 'order']","What is the time complexity of Tree traversal Methods in a binary tree?i.e. Pre-Order, Post-Order etc
"
373,373,5,0.25529998540878296,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",43,0.013100000098347664,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",58,0.012799999676644802,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'sort', 'algorithm', 'stable', 'sort', 'algorithm']","Which one of the following sorting algorithms, is not a stable sorting algorithm?
"
374,374,9,0.1281999945640564,"fact, replace, cryptography, alice, hint, question, public, ensure, already, prefer",5,0.08169999718666077,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",29,0.05119999870657921,"fastest, operation, next, object, make, node, head, public, particular, listnode","['consider', 'question', 'cryptography', 'ensure', 'replace', 'public', 'key', 'alice']","Consider this question on cryptography: To ensure Eve doesn't replace Alice's public key with her own, what can Alice do?
"
375,375,50,0.14079999923706055,"base, define, faster, digits, basis, rsa, encryption, respective, become, digit",26,0.0575999990105629,"need, number, must, real, company, system, create, large, allow, quick",59,0.013899999670684338,"chicken, start, plump, like, want, weight, could, book, update, tell","['rsa', 'encryption', 'system', 'base']","What is the RSA encryption system based on?
"
376,376,5,0.29260000586509705,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",55,0.08030000329017639,"array, slow, problem, random, may, integer, access, limit, endb, face",58,0.02290000021457672,"for, int, follow, time, complexity, run, if, give, code, return","['run', 'sort', 'shellsorting', 'follow', 'sort', 'sort', 'follow', 'array', 'give', 'follow', 'array']","Running a 7-sort (Shellsorting) followed by a 4-sort and then a 2-sort on the following array [10,5,7,11,15,3,4,9] will give which of the following arrays.
"
377,377,5,0.21979999542236328,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",4,0.014000000432133675,"complexity, time, large, case, slowest, log, na, number, arrange, average",58,0.013500000350177288,"for, int, follow, time, complexity, run, if, give, code, return","['quick', 'sort', 'ascend', 'nlogn', 'complexity']","When is quick sort (ascending) not of O(nlogn) complexity?
"
378,378,12,0.5616000294685364,"hash, element, table, bucket, use, function, result, find, close, key",14,0.027899999171495438,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",55,0.026900000870227814,"array, slow, problem, random, may, integer, access, limit, endb, face","['use', 'formula', 'taught', 'lecture', 'average', 'number', 'step', 'take', 'find', 'element', 'close', 'hash', 'table', 'use', 'linear_probe', 'many', 'step', 'take', 'find', 'if', 'hash', 'algorithmhash', 'table', 'hashing', 'hash', 'table', 'total', 'bucket']","Using the formula we were taught in lectures, what is the average number of steps it will take to find an element in this closed hash table using linear probing? And, how many steps will it take to find '4' if we use this hashing algorithm?Hash Table:[ , , , ,12,1,4,7]Hashing Algorithm:(x2-4) % 8(Hint: Hash table has 8 total buckets)
"
379,379,5,0.18809999525547028,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",43,0.014600000344216824,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",58,0.014100000262260437,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'sort', 'algorithm', 'unstable']","Which of the following sorting algorithms is unstable?
"
380,380,12,0.1370999962091446,"hash, element, table, bucket, use, function, result, find, close, key",1,0.093299999833107,"datum, store, structure, add, right, remove, data, leave, use, follow",55,0.07819999754428864,"array, slow, problem, random, may, integer, access, limit, endb, face","['follow', 'reason', 'different', 'datum', 'structure', 'algorithm', 'may', 'use', 'for', 'different', 'problem']","Which of the following are reasons why different data structures or algorithms might be used for different problems?
"
381,381,58,0.10580000281333923,"for, int, follow, time, complexity, run, if, give, code, return",43,0.01860000006854534,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.016200000420212746,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['follow', 'for']","what is O(n) of the following function,for(int i = 0; i <= n; i++){ for(int j = 0; j <= n; j++){ j++; }}
"
382,382,34,0.11150000244379044,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.07919999957084656,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",20,0.059300001710653305,"statement, false, rule, follow, carey, inthis, engine, bugle, involve, pagerank","['follow', 'statement', 'avl', 'tree', 'true']","Which of the following statements about AVL trees is NOT true?
"
383,383,5,0.1768999993801117,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",40,0.0544000007212162,"index, represent, final, representation, apart, dictating, calculateand, parent, boat, bucketseg",4,0.015300000086426735,"complexity, time, large, case, slowest, log, na, number, arrange, average","['use', 'represent', 'average', 'complexity', 'algorithm']","Which one is used to represent the average complexity of an algorithm?
"
384,384,33,0.3206000030040741,"correctly, get, code, class, output, go, private, mark, elementary, partition",58,0.21289999783039093,"for, int, follow, time, complexity, run, if, give, code, return",20,0.04569999873638153,"statement, false, rule, follow, carey, inthis, engine, bugle, involve, pagerank","['accord', 'follow', 'source', 'code', 'file', 'statement', 'code', 'theformula', 'for', 'elementary', 'for', 'big', 'complexity', 'class', 'code', 'measure', 'runtime', 'code', 'time', 'average', 'running', 'time', 'get', 'fairly', 'precise', 'runtime', 'change', 'type', 'input', 'output', 'stringbuffer', 'resultappend', 'reduce', 'runtime', 'follow', 'statement', 'true']","According to thethe following source code file StringRepeater.java:There are four statements about this code:(1). Theformula for the elementary operationsin this code is T(n)= 4+4n.(2). For big n, the complexity class of this code is O(n^2).(3).To measure the runtime of this code, we can test this code in 500 times or more, and average the running time to get a fairly precise runtime.(4).Changing the type of the input and output as StringBuffer, and change the loop code ""result.append(s)"" can reduce the runtime of the code.Which of the following statements are true?
"
385,385,58,0.12639999389648438,"for, int, follow, time, complexity, run, if, give, code, return",30,0.09679999947547913,"graph, name, number, edge, vertex, undirected, want, however, direct, main",33,0.013899999670684338,"correctly, get, code, class, output, go, private, mark, elementary, partition","['piece', 'code', 'run', 'simultaneously', 'know']","Two or more pieces of code running simultaneously are known as what?
"
386,386,12,0.362199991941452,"hash, element, table, bucket, use, function, result, find, close, key",1,0.08139999955892563,"datum, store, structure, add, right, remove, data, leave, use, follow",43,0.056699998676776886,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['suppose', 'follow', 'hash', 'table', 'implement', 'use', 'linear_probing', 'hash', 'function', 'use', 'function', 'element', 'enter', 'follow', 'order', 'element', 'could', 'add', 'table']","Suppose you have the following hash table, implemented using linear probing, and that the hash function we are using is the function, h(x) = x mod 9.0 1 2 3 4 5 6 7 8 [hash ids]9 18 12 3 14 4 21 [elements entered]Which of the following are orders in which the elements could have been added to the table:(i) 9, 14, 4, 18, 12, 3, 21(ii) 12, 3, 14, 18, 4, 9, 21(iii) 12, 14, 3, 9, 4, 18, 21(iv) 9, 12, 14, 3, 4, 21, 18(v) 12, 9, 18, 3, 14, 21, 4 ?
"
387,387,5,0.29260000586509705,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",55,0.13680000603199005,"array, slow, problem, random, may, integer, access, limit, endb, face",12,0.010200000368058681,"hash, element, table, bucket, use, function, result, find, close, key","['implementation', 'selection', 'sort', 'sort', 'random', 'integer', 'long', 'algorithm', 'likely', 'take', 'sort', 'random', 'integer']","An implementation of the selection sort algorithm takes 2 seconds to sort 10^5 random Integers. How long will the same algorithm likely take to sort 10^6 random integers?
"
388,388,5,0.20880000293254852,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",50,0.05260000005364418,"base, define, faster, digits, basis, rsa, encryption, respective, become, digit",4,0.03720000013709068,"complexity, time, large, case, slowest, log, na, number, arrange, average","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
389,389,5,0.20970000326633453,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",50,0.05260000005364418,"base, define, faster, digits, basis, rsa, encryption, respective, become, digit",4,0.035100001841783524,"complexity, time, large, case, slowest, log, na, number, arrange, average","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
390,390,20,0.10620000213384628,"statement, false, rule, follow, carey, inthis, engine, bugle, involve, pagerank",5,0.060600001364946365,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",54,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist","['carey', 'rule', 'sort']","Which one of these is one of Carey's rules of sorting
"
391,391,12,0.14959999918937683,"hash, element, table, bucket, use, function, result, find, close, key",58,0.05460000038146973,"for, int, follow, time, complexity, run, if, give, code, return",36,0.013700000010430813,"look_like, car, computer, dealership, cost, factory, company, deliver, location, important","['calculate', 'for', 'hash', 'table']","How do you calculate the load factor for a Hash Table
"
392,392,34,0.22220000624656677,"tree, order, binary, node, search, follow, avl, traversal, type, number",43,0.0142000000923872,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",5,0.013700000010430813,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['follow', 'order', 'binary', 'tree', 'traversal']","Which of the following is in-order binary tree traversal?
"
393,393,58,0.09769999980926514,"for, int, follow, time, complexity, run, if, give, code, return",49,0.06069999933242798,"property, guarantee, letter, additional, generic, must, produce, transitivity, maxheap, letf",43,0.017999999225139618,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely","['follow', 'property', 'bind']","Which of the following is not a property of the Upper Bound O(n)?
"
394,394,5,0.15309999883174896,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable",2,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist",6,0.014399999752640724,"letf, heapsort, invent, mergesort, prefer, var, traverse, nearly, max, arraylist","['stable', 'sort', 'algorithm']","What is a stable sorting algorithm?
"
395,395,17,0.20260000228881836,"big, notation, assume, comparison, merge, omega, theta, off, transitivity, convert",58,0.1437000036239624,"for, int, follow, time, complexity, run, if, give, code, return",12,0.04769999906420708,"hash, element, table, bucket, use, function, result, find, close, key","['big', 'theta', 'big', 'omega', 'mean', 'use', 'for', 'estimate', 'complexity', 'run', 'time', 'instruction', 'require']","When are O(Big-Oh), ?(Big-Theta), and O(Big-Omega), meant to be used for estimating complexity/run times/instructions required?
"
396,396,55,0.1582999974489212,"array, slow, problem, random, may, integer, access, limit, endb, face",58,0.12189999967813492,"for, int, follow, time, complexity, run, if, give, code, return",1,0.05139999836683273,"datum, store, structure, add, right, remove, data, leave, use, follow","['for', 'array', 'if', 'datum', 'for', 'non', 'array', 'parent']","For a heap in an array if the data for a non-root node is in array[i], where is its parent?
"
397,397,12,0.13920000195503235,"hash, element, table, bucket, use, function, result, find, close, key",43,0.07970000058412552,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",58,0.061400000005960464,"for, int, follow, time, complexity, run, if, give, code, return","['follow', 'true', 'for', 'open', 'hash', 'table']","Which of the following is NOT true for an open hash table:
"
398,398,14,0.1023000031709671,"value, lecture, low, deletion, possible, slide, bind, lower, state, week",38,0.061900001019239426,"definition, precision, factor, incorrect, accuracy, difference, theload, full, important, treebinary",58,0.015699999406933784,"for, int, follow, time, complexity, run, if, give, code, return","['definition', 'lower', 'bind']","Which of these is the definition of the lower bound?
"
399,399,43,0.09969999641180038,"follow, function, true, correct, give, constant, nlog, refer, awhich, definitely",20,0.06610000133514404,"statement, false, rule, follow, carey, inthis, engine, bugle, involve, pagerank",5,0.01489999983459711,"sort, algorithm, follow, list, complexity, time, take, size, runtime, stable","['follow', 'statement', 'true']","Which are the following statements are true?
"
400,400,12,0.39879998564720154,"hash, element, table, bucket, use, function, result, find, close, key",26,0.07649999856948853,"need, number, must, real, company, system, create, large, allow, quick",1,0.012000000104308128,"datum, store, structure, add, right, remove, data, leave, use, follow","['closed', 'hash', 'table', 'slot', 'number', 'element', 'store', 'hash', 'table', 'currently', 'average', 'number', 'step', 'need', 'find', 'element']","There is a closed hash table with 120 slots, the number of elements stored in this hash table currently is 90.What is the average number of steps needed to find an element?
"
