,Document_No,Dominant_Topic_1,Perc_Contribution_1,Topic_Keywords_1,Dominant_Topic_2,Perc_Contribution_2,Topic_Keywords_2,Dominant_Topic_3,Perc_Contribution_3,Topic_Keywords_3,Text,Question
432,432,24,0.396699994802475,"hash, element, table, bucket, use, function, close, key, store, insert",30,0.03819999843835831,"operation, middle, link, array, perform, advantage, make, item, front, either",32,0.031700000166893005,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['follow', 'advantage', 'use', 'open', 'hash', 'table', 'close', 'hash', 'table', 'open', 'hash', 'table', 'use', 'less', 'memory']","Which of the following is NOT an advantage of using open hash table over closed hash table.
  Open hash table uses less memory.
  "
433,433,14,0.16769999265670776,"tree, binary, order, node, leave, right, follow, avl, search, traversal",35,0.04859999939799309,"number, people, real, create, would, say, quickly, company, change, friend",16,0.02879999950528145,"for, follow, time, complexity, true, give, statement, function, correct, run","['binary', 'search', 'tree', 'correct', 'figure']","Which binary search tree is correct in the figure?
 B
   "
434,434,39,0.18279999494552612,"node, sub, process, next, link, current, element, list, object, pointer",14,0.0997999981045723,"tree, binary, order, node, leave, right, follow, avl, search, traversal",56,0.048500001430511475,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['tree', 'equivalent', 'link', 'list', 'head', 'pointer', 'root', 'node']","What is the tree equivalent of a linked-list 'head' pointer?
   A root node.
 "
435,435,56,0.23929999768733978,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",30,0.05770000070333481,"operation, middle, link, array, perform, advantage, make, item, front, either",41,0.0478999987244606,"runtime, part, course, http, answerquestion, mainphpcmd, answer, conference, target, must","['operation', 'low', 'average', 'runtime', 'complexity', 'singly', 'link', 'list', 'add']","What operation has the lowest average runtime complexity in a singly linked list.
 add(o)
   "
436,436,49,0.15770000219345093,"int, result, return, term, many, num, body, function, heap, count",16,0.10339999943971634,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.08709999918937683,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['follow', 'code', 'for', 'insertion', 'sort', 'select', 'option', 'void', 'insertionsort', 'int', 'array', 'int', 'alength', 'for', 'int', 'int', 'key', 'int', 'while', 'key', 'key']","The following code is for an insertion sort. Select from the options below, the line of code which should replace Xpublic static void insertionSort(int[] array) { int[] a = array; int n = a.length; for (int i=1; i<n; ++i){ int key = a[i]; int j = i-1; while (j>=0 && a[j].compareTo(key) > 0){ a[j+1] = a[j]; j = j-1; } X }}
  a[j+1] = key;
  "
437,437,16,0.35920000076293945,"for, follow, time, complexity, true, give, statement, function, correct, run",43,0.0430000014603138,"space, nlogn, worst, double, do, enough, arraylist, namortise, collection, efficiency",49,0.012400000356137753,"int, result, return, term, many, num, body, function, heap, count","['correctly', 'describe', 'complexity', 'follow', 'int', 'for', 'systemoutprint', 'for', 'double', 'systemoutprint', 'goodbye', 'world']","Which one correctly describes the complexity of the following code fragment?for (int i = 1; i < n; i = i * 2){ for(int j = n; j > 0; j--) { System.out.print(""hello world""); }}for (double i = n; i > 1; i = i / 2){ System.out.print(""goodbye world"");}
  
  "
438,438,14,0.15279999375343323,"tree, binary, order, node, leave, right, follow, avl, search, traversal",18,0.014399999752640724,"looping, letf, invent, queue, default, dump, bsta, legal, mergesort, worst_case",27,0.014399999752640724,"looping, letf, invent, queue, default, dump, bsta, legal, mergesort, worst_case","['post', 'traversal', 'tree']","A post order traversal of the tree; [a] / \ [b] [c]
  b c a
  "
439,439,39,0.3172999918460846,"node, sub, process, next, link, current, element, list, object, pointer",16,0.1745000034570694,"for, follow, time, complexity, true, give, statement, function, correct, run",0,0.0,,"['follow', 'statement', 'doubly', 'link', 'list', 'true', 'previous', 'pointer', 'for', 'head', 'node', 'next', 'pointer', 'for', 'tail', 'node', 'value']","Which of the following statements about doubly-linked lists is true?
   The previous pointer for the ""head"" node and the next pointer for the ""tail"" node have the same value.
 "
440,440,56,0.11649999767541885,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",55,0.0649000033736229,"datum, search, structure, remove, data, list, store, want, add, use",2,0.05310000106692314,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside","['follow', 'advantage', 'use', 'datum', 'comparison', 'fast']","Which of the following are NOT advantages of using a Heap data-structure in Java?
  Heap comparisons are very fast
  "
441,441,40,0.3894999921321869,"array, slow, problem, may, random, element, access, integer, anywhere, face",56,0.1720999926328659,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",55,0.11469999700784683,"datum, search, structure, remove, data, list, store, want, add, use","['follow', 'statement', 'list', 'resize', 'whereas', 'gap', 'list', 'whereas', 'standard', 'array', 'can', 'linear', 'search', 'list', 'slow', 'element', 'array', 'datum', 'type', 'whereas', 'array', 'list', 'primitive', 'non', 'primitive', 'datum', 'type', 'array', 'list', 'always', 'single', 'dimensional', 'however', 'array', 'also', 'multi', 'dimensional']","Which of the following statements about array lists and arrays in java are false1.Array lists can be resized whereas arrays can't.2.Array lists can have gaps in the list whereas a standard array cannot.3. A linear search in an array list is slower than in an array (where both have the same elements).4. An array can be of a primitive data type whereas an array list can be of a primitive or non-primitive data type.5. Array lists are always single dimensional however arrays can also be multi-dimensional.
  2 and 4
  "
442,442,56,0.18369999527931213,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",43,0.12870000302791595,"space, nlogn, worst, double, do, enough, arraylist, namortise, collection, efficiency",16,0.07240000367164612,"for, follow, time, complexity, true, give, statement, function, correct, run","['less', 'popular', 'quicksort', 'for', 'integer', 'sort', 'quicksort', 'flexible', 'thus', 'preference', 'for', 'situation', 'require', 'memory']","Why, in general, is Radix sort less popular than Quicksort for integer sorting?
  Quicksort is more flexible (thus a preference for most situations), Radix sort requires more memory.
  "
443,443,29,0.17679999768733978,"find, number, step, item, average, many, index, table, insert, hash",24,0.14630000293254852,"hash, element, table, bucket, use, function, close, key, store, insert",16,0.0778999999165535,"for, follow, time, complexity, true, give, statement, function, correct, run","['correct', 'formula', 'for', 'hash', 'table', 'max', 'number', 'key', 'insert', 'total', 'bucket']","What is the correct formula for the load factor of a hash table?
  L = max number of keys to insert / total buckets in the array
  "
444,444,56,0.3352999985218048,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.012799999676644802,"for, follow, time, complexity, true, give, statement, function, correct, run",14,0.011300000362098217,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['follow', 'sort', 'algorithm', 'best', 'quick', 'time', 'complexity', 'merge', 'sort']","Which of the following sorting algorithms has the best/ quickest WORST CASE time complexity?
   Merge Sort
 "
445,445,56,0.22390000522136688,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.013799999840557575,"for, follow, time, complexity, true, give, statement, function, correct, run",14,0.013399999588727951,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['follow', 'sort', 'stable', 'insertion', 'sort']","Which of the following sorting algorithms is stable?
  Insertion Sort
  "
446,446,14,0.20739999413490295,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.09529999643564224,"for, follow, time, complexity, true, give, statement, function, correct, run",20,0.09350000321865082,"call, system, avoid, determine, matrix, engine, bugle, pagerank, inthis, involve","['follow', 'statement', 'basic', 'tree', 'false', 'top', 'node', 'tree', 'call', 'leaf', 'node']","Which of the following statements about basic trees is false?
 The top node of a tree is called the ""leaf"" node.
   "
447,447,35,0.2290000021457672,"number, people, real, create, would, say, quickly, company, change, friend",55,0.1242000013589859,"datum, search, structure, remove, data, list, store, want, add, use",56,0.09179999679327011,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['task', 'programming', 'sort', 'large', 'data', 'set', 'powerful', 'computer', 'important', 'part', 'company', 'time', 'critical', 'safety', 'application', 'tell', 'complete', 'sort', 'quickly', 'possible', 'case', 'big', 'priority', 'appropriate', 'choice']","I am tasked with programming a sorting algorithm with large data-sets on a powerful computer. This is an important part of my company's time-critical, safety application. I'm told that completing the sorting very quickly- in all possible cases - is the biggest priority. What's the appropriate choice of algorithm?
 Merge Sort
   "
448,448,28,0.11509999632835388,"child, add, non, cause, leaf, full, slow, sift, treechild, nodeleaf",14,0.08630000054836273,"tree, binary, order, node, leave, right, follow, avl, search, traversal",6,0.0723000019788742,"code, fragment, runtime, get, void, position, if, nodenext, method, correctly","['question', 'consider', 'for', 'store', 'position', 'array', 'position', 'child', 'store', 'left', 'child', 'right', 'child']","In this question we'll consider the Abstract Data Type: Heaps.If the data for a node in a heap is stored in position i in an array, what positions will its children be stored in?
 Left Child: Right Child:
   "
449,449,32,0.09539999812841415,"log, base, bottom, many, become, simplify, less, allow, level, multiple",3,0.05700000002980232,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly",40,0.05640000104904175,"array, slow, problem, may, random, element, access, integer, anywhere, face","['complexitie', 'fastest', 'slow', 'log', 'nlog']","Sort the algorithm complexities from fastest to slowest when n = 100.1. 1502. 50n3. 5n^24. log(3000n)5. 6nlog(400n)
4, 1, 5, 2, 3
    "
450,450,14,0.1274999976158142,"tree, binary, order, node, leave, right, follow, avl, search, traversal",56,0.08139999955892563,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",32,0.05119999870657921,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['average', 'runtime', 'complexity', 'binary', 'tree', 'search', 'log']","What is the average runtime complexity of a binary tree search?
  O(log n)
  "
451,451,16,0.28459998965263367,"for, follow, time, complexity, true, give, statement, function, correct, run",42,0.16200000047683716,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",0,0.0,,"['consider', 'function', 'for', 'follow', 'correct', 'definition', 'for', 'exact', 'bind', 'big', 'theta', 'positive', 'constant', 'for']","Consider functions g(n) and f(n) with g(n) >0 and f(n) >0 for n>0.Which of the following is the correct definition for the exact bound?
  g(n) = ?(f(n)) (""g(n) is Big-Theta of f(n)"")iff there are two positive constants c1 and c2 and a n0>0 so that for all n>n0: g(n) = c1f(n) and g(n) = c2f(n)
  "
452,452,16,0.18979999423027039,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.014100000262260437,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.013899999670684338,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['follow', 'statement', 'true', 'none']","Which of the following statement is true?
     None of the above.
"
453,453,24,0.4869999885559082,"hash, element, table, bucket, use, function, close, key, store, insert",49,0.03350000083446503,"int, result, return, term, many, num, body, function, heap, count",55,0.032099999487400055,"datum, search, structure, remove, data, list, store, want, add, use","['plan', 'store', 'datum', 'close', 'hash', 'table', 'linear_probe', 'right', 'hash', 'function', 'use', 'meaning', 'slot', 'hash', 'table', 'insert', 'element', 'order', 'would', 'end', 'result']","You plan to store data in a closed hash table with linear probing to the right. The hash function you are using is h(x) = x % 7, meaning there are 7 slots in your hash table; 0,1,2,3,4,5,6. Inserting the elements 22, 8, 5, 26, 4, 13, 9 in that order, what would be the end result?
  13, 22, 8, 9, 4, 5, 26
  "
454,454,3,0.12890000641345978,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly",56,0.12359999865293503,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",24,0.0502999983727932,"hash, element, table, bucket, use, function, close, key, store, insert","['fastest', 'good', 'case', 'assume', 'element', 'distinct', 'insertion']","Which of these algorithms have the fastest best case?(assume all elements are distinct)
   Insertion sort
 "
455,455,3,0.05849999934434891,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly",53,0.05730000138282776,"mean, new, mistake, county, send, teach, late, limited, incorrectly, incredibly",29,0.05660000070929527,"find, number, step, item, average, many, index, table, insert, hash","['amortise', 'mean', 'average', 'case']","What does Amortised mean?
  Average Case
  "
456,456,56,0.13770000636577606,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",2,0.05510000139474869,"require, comparison, estimate, nee, minimum, identify, aka, clockwise, complexityo, outside",30,0.054999999701976776,"operation, middle, link, array, perform, advantage, make, item, front, either","['good', 'comparison', 'algorithm', 'perform', 'average']","What is the best a comparison sort algorithm can perform in the average or worst case?
   O(nlogn)
 "
457,457,16,0.21780000627040863,"for, follow, time, complexity, true, give, statement, function, correct, run",55,0.09589999914169312,"datum, search, structure, remove, data, list, store, want, add, use",38,0.094200000166893,"small, motorway, occur, strategy, city, major, divisible, scenario, repeatedly, shelf","['follow', 'advice', 'give', 'lecture', 'come', 'time', 'complexity', 'if', 'small', 'worry', 'complexity', 'pick', 'easy', 'program']","Which of the following was advice given in a lecture?
When it comes to time complexity, if n is small you shouldn't worry about complexity and just pick the easiest algorithm to program.
    "
458,458,14,0.35830000042915344,"tree, binary, order, node, leave, right, follow, avl, search, traversal",39,0.09070000052452087,"node, sub, process, next, link, current, element, list, object, pointer",43,0.019300000742077827,"space, nlogn, worst, double, do, enough, arraylist, namortise, collection, efficiency","['type', 'tree', 'transversal', 'first', 'process', 'node', 'leave', 'subtree', 'right', 'subtree', 'finally', 'current', 'node', 'post', 'order']","Which type of tree transversal will first process the nodes in the left subtree, then the right subtree and finally the current node?
 Post-order
   "
459,459,56,0.16920000314712524,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.15369999408721924,"for, follow, time, complexity, true, give, statement, function, correct, run",40,0.049800001084804535,"array, slow, problem, may, random, element, access, integer, anywhere, face","['consider', 'follow', 'statement', 'list', 'choose', 'statement', 'false', 'for', 'link', 'list', 'average', 'case', 'access', 'element']","Consider the following statements about lists and choose the statement that is FALSE.
  For a Linked list the average case to access an element is?(i)
  "
460,460,16,0.2273000031709671,"for, follow, time, complexity, true, give, statement, function, correct, run",13,0.08160000294446945,"second, take, record, long, run, expect, likely, question, information, implementation",32,0.047600001096725464,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['consider', 'take', 'for', 'for', 'for', 'asymptotic', 'complexity', 'likely', 'log']","Consider an algorithm that takes 8s for n=50, 14s for n=100 and 20s for n=200. What asymptotic complexity does it likely have.
 ?(log n)
   "
461,461,55,0.1379999965429306,"datum, search, structure, remove, data, list, store, want, add, use",16,0.061500001698732376,"for, follow, time, complexity, true, give, statement, function, correct, run",14,0.05739999935030937,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['set', 'name', 'store', 'reverse', 'alphabetical', 'implement', 'if', 'search', 'for']","Becky has a set of names stored in a reverse alphabetical list {""Zach"", ""Tom"", ""Isaac"", ""Freya "",""Becky"", ""Anna"", ""Adam""}. Which search algorithm should she implement if searching for the word ""Zach""?
 linear search
   "
462,462,16,0.16130000352859497,"for, follow, time, complexity, true, give, statement, function, correct, run",29,0.0731000006198883,"find, number, step, item, average, many, index, table, insert, hash",44,0.062300000339746475,"input, size, large, number, use, slowest, algorithm, instruction, arrange, na","['follow', 'efficient', 'time', 'complexity', 'for', 'large', 'number', 'item']","Which of the following is the most efficient time complexity, for a large number of items?
   O(1)
 "
463,463,16,0.1386999934911728,"for, follow, time, complexity, true, give, statement, function, correct, run",24,0.1006999984383583,"hash, element, table, bucket, use, function, close, key, store, insert",29,0.08219999819993973,"find, number, step, item, average, many, index, table, insert, hash","['follow', 'data', 'structure', 'short', 'average', 'run', 'time', 'for', 'find', 'element', 'hash', 'table']","Which of the three following data structures have the shortest average run time for finding an ith element.
 hash table
   "
464,464,14,0.14190000295639038,"tree, binary, order, node, leave, right, follow, avl, search, traversal",56,0.12600000202655792,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",40,0.07419999688863754,"array, slow, problem, may, random, element, access, integer, anywhere, face","['go', 'add', 'array', 'number', 'empty', 'binary', 'tree', 'bad', 'term', 'search', 'time', 'if', 'input', 'array', 'already', 'sort']","You are going to add an array of numbers to an empty binary tree. It is worse in terms of search time if the input array is:
 Already sorted
   "
465,465,14,0.15449999272823334,"tree, binary, order, node, leave, right, follow, avl, search, traversal",16,0.08640000224113464,"for, follow, time, complexity, true, give, statement, function, correct, run",32,0.049300000071525574,"log, base, bottom, many, become, simplify, less, allow, level, multiple","['average', 'search', 'time', 'for', 'binary', 'search', 'tree', 'log']","What is the average search time for a binary search tree?
  ?(log n)
  "
466,466,16,0.1014999970793724,"for, follow, time, complexity, true, give, statement, function, correct, run",42,0.06030000001192093,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",24,0.018699999898672104,"hash, element, table, bucket, use, function, close, key, store, insert","['function', 'bind', 'function']","Which of these functions is the upper bound function?
O(f(n))
    "
467,467,16,0.17260000109672546,"for, follow, time, complexity, true, give, statement, function, correct, run",24,0.09520000219345093,"hash, element, table, bucket, use, function, close, key, store, insert",29,0.013000000268220901,"find, number, step, item, average, many, index, table, insert, hash","['follow', 'statement', 'hash', 'table', 'false', 'none']","Which of the following statements about hash tables are false?
  None of the above
  "
468,468,29,0.2824000120162964,"find, number, step, item, average, many, index, table, insert, hash",24,0.12049999833106995,"hash, element, table, bucket, use, function, close, key, store, insert",49,0.06369999796152115,"int, result, return, term, many, num, body, function, heap, count","['give', 'element', 'index', 'parent', 'element', 'index', 'last', 'element', 'heap', 'leave', 'index', 'parent', 'index', 'last', 'element', 'heap', 'index']","___0 |10 |1 | 8 |2 | 11|3 | 7 |4 | 4 |5 | 9 |6 | 5 |Given the heap array above, what isleft Child of 11 (element at index 2) ?parent of 4 (element at index 4) ?last element in heap?
left Child of 11 = 9 (index 5)parent of 4 = 8 (index 1)last element in heap = 5(index 6)
    "
469,469,13,0.22210000455379486,"second, take, record, long, run, expect, likely, question, information, implementation",16,0.12150000035762787,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.10939999669790268,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['give', 'complexity', 'format', 'constant', 'long', 'would', 'take', 'run', 'algorithm', 'information', 'find', 'hence', 'answer', 'question', 'time', 'second']","Given an algorithm with a time complexity of the format a^(b*n) where a and b are constants, how long would it take to run the algorithm when n = 15?Use the information below to find a and b and hence answer the question. n time 3 3s 6 9s18 729s
 243 seconds
   "
470,470,56,0.29989999532699585,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",14,0.25760000944137573,"tree, binary, order, node, leave, right, follow, avl, search, traversal",55,0.06360000371932983,"datum, search, structure, remove, data, list, store, want, add, use","['give', 'list', 'name', 'initially', 'sort', 'alphabetical', 'order', 'first', 'name', 'however', 'want', 'change', 'sort', 'last', 'name', 'if', 'order', 'first', 'name', 'initially', 'sort', 'achieve', 'quick', 'way', 'general', 'sort', 'algorithm', 'would', 'best', 'merge', 'sort']","You are given a list of names that is initially sorted in alphabetical order by their first names. However you now want to change it to be sorted by their last names, and if they are the same then order them by their first names as initially sorted. To achieve this in the quickest way in general, which of the sorting algorithms would be best to use?
 Merge sort
   "
471,471,56,0.22390000522136688,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.013799999840557575,"for, follow, time, complexity, true, give, statement, function, correct, run",14,0.013399999588727951,"tree, binary, order, node, leave, right, follow, avl, search, traversal","['follow', 'sort', 'stable', 'insertion', 'sort']","Which of the following sorting algorithms are STABLE
 Insertion Sort
   "
472,472,14,0.18170000612735748,"tree, binary, order, node, leave, right, follow, avl, search, traversal",28,0.13699999451637268,"child, add, non, cause, leaf, full, slow, sift, treechild, nodeleaf",39,0.07530000060796738,"node, sub, process, next, link, current, element, list, object, pointer","['definition', 'root', 'tree', 'child', 'leaf', 'root', 'node', 'treechild', 'node', 'point', 'current', 'nodeleaf', 'node', 'child']","What are the definitions of the ""root"" of a tree, the ""child"" of a node and a ""leaf"" node?
  Root: The top node of the treeChild: Any node pointed to by the current nodeLeaf: A node with 0 children
  "
473,473,55,0.10130000114440918,"datum, search, structure, remove, data, list, store, want, add, use",14,0.06319999694824219,"tree, binary, order, node, leave, right, follow, avl, search, traversal",40,0.05460000038146973,"array, slow, problem, may, random, element, access, integer, anywhere, face","['array', 'binary', 'search', 'find', 'datum']","Which array can use binary search to find a data?
   A and B
 "
474,474,37,0.24660000205039978,"sum, codepublic, op, fibonacci, thecounte, alength, elementary_operation, looping, else, letf",16,0.08820000290870667,"for, follow, time, complexity, true, give, statement, function, correct, run",49,0.07580000162124634,"int, result, return, term, many, num, body, function, heap, count","['thecounte', 'elementary_operation', 'follow', 'codepublic', 'sum', 'for', 'int', 'alength', 'sum', 'sum', 'return', 'op', 'op']","What is theCounting Elementary Operations T(n) of the following code?public int totalSum(int[ ] a) { int sum = 0; for (int i=0; i<a.length; i++) { sum=sum + a[i]; } return sum}(a.length = n)T(n)=? ops
   4n+4 ops
 "
475,475,56,0.19900000095367432,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",6,0.10279999673366547,"code, fragment, runtime, get, void, position, if, nodenext, method, correctly",16,0.09440000355243683,"for, follow, time, complexity, true, give, statement, function, correct, run","['use', 'carry', 'type', 'sort', 'algorithmvoid', 'for', 'int', 'int', 'minindex', 'for', 'if', 'minindex', 'selection', 'sort']","The code below can be used to carry out which type of sorting algorithm?void algorithmName(int a[], int n){ for (int i = 0; i < n; i++) { int minIndex = i; for (int j = i+1; j < n; j++) { if (a[j] < a[minIndex]) minIndex = j; } swap(a, i, minIndex); }}
 Selection Sort
   "
476,476,42,0.10159999877214432,"big, definition, bind, set, notation, omega, final, lecture, theta, exact",16,0.1006999984383583,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.015200000256299973,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['lower', 'bind', 'time', 'complexity']","What is ?
 The lower bound time complexity
   "
477,477,29,0.3668999969959259,"find, number, step, item, average, many, index, table, insert, hash",24,0.179299995303154,"hash, element, table, bucket, use, function, close, key, store, insert",55,0.07850000262260437,"datum, search, structure, remove, data, list, store, want, add, use","['contain', 'bucket', 'hash', 'index', 'alphabet', 'first', 'letterfor', 'example', 'animal', 'boat', 'bucket', 'determine', 'hashcode', 'number', 'bucketseg', 'animal', 'would', 'place', 'bucket', 'index', 'if', 'add', 'word', 'play', 'pokemon', 'go', 'everyday', 'word', 'bucket', 'hash', 'table', 'play', 'pokemon', 'go', 'everyday']","Misha has an open Hashtable containing 4 buckets. He hashes a word by:Hashcode = Length of word + index in alphabet of the first letterFor example, ""animal"" = 6 + 1 = 7Or ""boat"" = 4 + 2 = 6The bucket is determined by hashcode % the number of buckets.E.g. ""animal"" would be placed in the bucket with index 3If Misha adds the words:""i"", ""play"", ""pokemon go"", ""everyday""What words are in each of the buckets in the hash table?
0. ""play""1. ""pokemon go"", ""everyday""2. ""i""3. -
    "
478,478,3,0.06340000033378601,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly",16,0.0608999989926815,"for, follow, time, complexity, true, give, statement, function, correct, run",56,0.017500000074505806,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would","['complexity', 'fastest']","Which of these complexities is the fastest?
 ?(n^1/2)
   "
479,479,55,0.21320000290870667,"datum, search, structure, remove, data, list, store, want, add, use",52,0.08259999752044678,"show, factor, prime, distribute, uniformly, distribution, improve, increase, reduce, advice",3,0.04830000177025795,"case, fastest, ofbubble, itsb, distinct, description, fit, stableb, performance, nearly","['search', 'fastest', 'assume', 'list', 'search', 'presorte', 'uniformly', 'distribute', 'interpolation', 'search']","Which of these searches is the fastest (assuming the list it's searching is presorted and uniformly distributed)?
  Interpolation Search
  "
480,480,56,0.39980000257492065,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",6,0.010400000028312206,"code, fragment, runtime, get, void, position, if, nodenext, method, correctly",9,0.010300000198185444,"visit, look_like, car, company, manufacture, state, define, previously, hit, dead","['state', 'follow', 'list', 'sort', 'sort', 'stable', 'selection', 'insertion', 'bubble', 'insertion', 'bubble', 'merge']","State from the following list of sorts, all the sorts which are stable.- Selection- Insertion- Bubble- Merge- Heap
 Insertion, Bubble, Merge
   "
481,481,49,0.21580000221729279,"int, result, return, term, many, num, body, function, heap, count",16,0.093299999833107,"for, follow, time, complexity, true, give, statement, function, correct, run",29,0.0908999964594841,"find, number, step, item, average, many, index, table, insert, hash","['random', 'new', 'random', 'total', 'int', 'int', 'for', 'int', 'randomnextint', 'int', 'for', 'int', 'while', 'total', 'return', 'total']","What is the time complexity of the code below?:int 2bAlgo(int n) { Random random = new Random(); int total = 0; int[] b = new int[n]; for(int i = 0; i < n; i++) { b[i] = random.nextInt(n); } int j = 0; for(int i = 0; i < 200; i++) { j = n; while(j > 0) { total += j; j = j / 2; } } return total + b[j];}
O(n)
    "
482,482,56,0.3109000027179718,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.012000000104308128,"for, follow, time, complexity, true, give, statement, function, correct, run",55,0.011900000274181366,"datum, search, structure, remove, data, list, store, want, add, use","['implement', 'sort', 'follow', 'algorithm', 'would', 'best', 'insertion', 'sort']","When implementing radix sort, which of the following algorithms would be best to use?
 Insertion sort
   "
483,483,56,0.3109000027179718,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",16,0.012000000104308128,"for, follow, time, complexity, true, give, statement, function, correct, run",55,0.011900000274181366,"datum, search, structure, remove, data, list, store, want, add, use","['implement', 'sort', 'follow', 'algorithm', 'would', 'best', 'insertion', 'sort']","When implementing radix sort, which of the following algorithms would be best to use?
 Insertion sort
   "
484,484,16,0.1039000004529953,"for, follow, time, complexity, true, give, statement, function, correct, run",6,0.0957999974489212,"code, fragment, runtime, get, void, position, if, nodenext, method, correctly",31,0.013799999840557575,"looping, letf, invent, queue, default, dump, bsta, legal, mergesort, worst_case","['functionpublic', 'void', 'for', 'for']","What is the time complexity of this function?public void func(int n){for (int i=1;i<n;i++) {System.out.println(n);}for (int k=1;k<n;k++) {System.out.println(n);}}
 O(n)
   "
485,485,24,0.1881999969482422,"hash, element, table, bucket, use, function, close, key, store, insert",29,0.1535000056028366,"find, number, step, item, average, many, index, table, insert, hash",16,0.07509999722242355,"for, follow, time, complexity, true, give, statement, function, correct, run","['if', 'close', 'hash', 'table', 'follow', 'false', 'take', 'step', 'find', 'bucket', 'via', 'linear_probe']","If the load factor of a closed hash table is 0.7, which of the following is false?
  In the worst case it takes < 3 steps to find a bucket via linear probing.
  "
486,486,40,0.0632999986410141,"array, slow, problem, may, random, element, access, integer, anywhere, face",56,0.06239999830722809,"sort, list, follow, algorithm, complexity, insertion, time, order, stable, would",30,0.01549999974668026,"operation, middle, link, array, perform, advantage, make, item, front, either","['array', 'iteration']","What is this array after 2 iterations of Bubble Sort?[""John"",""Bill"",""Elon"",""Mark"",""Amy"",""Curtis""]
 [""Bill"", ""Elon"", ""Amy"", ""Curtis"", ""John"", ""Mark""]
   "
487,487,14,0.28189998865127563,"tree, binary, order, node, leave, right, follow, avl, search, traversal",11,0.013199999928474426,"complete, digit, count, least, significant, digits, basis, position, share, counting",16,0.012600000016391277,"for, follow, time, complexity, true, give, statement, function, correct, run","['follow', 'property', 'tree', 'binary', 'balanced', 'complete', 'maxheap']","Which of the following properties does this tree have?1) Binary2) Balanced3) Complete4) Maxheap
1, 2
    "
488,488,14,0.28189998865127563,"tree, binary, order, node, leave, right, follow, avl, search, traversal",11,0.013199999928474426,"complete, digit, count, least, significant, digits, basis, position, share, counting",16,0.012600000016391277,"for, follow, time, complexity, true, give, statement, function, correct, run","['follow', 'property', 'tree', 'binary', 'balanced', 'complete', 'maxheap']","Which of the following properties does this tree have?1) Binary2) Balanced3) Complete4) Maxheap
1, 2
    "
