,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
687,687,31.0,0.34279999136924744,"tree, node, binary, follow, avl, traversal, order, search, number, root","['rule', 'for', 'binary', 'tree', 'value', 'obtain', 'node', 'always', 'great', 'equal', 'value', 'node', 'child', 'tree', 'complete', 'binary', 'tree', 'tree', 'must', 'balanced']","What are the rules for a max heap as a binary tree?1. Value obtained by a node is always greater than or equal to the values of the node's children.2. The tree is a complete binary tree3. The tree must be balanced
"
688,688,32.0,0.1753000020980835,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['store', 'index', 'index', 'parent', 'item', 'index']","Assume a heap stored at an 0 indexed array.What is the index of the parent of the item in index 5.
"
689,689,32.0,0.1753000020980835,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['store', 'index', 'index', 'parent', 'item', 'index']","Assume a heap stored at an 0 indexed array.What is the index of the parent of the item in index 5.
"
690,690,27.0,0.1889999955892563,"for, follow, int, code, runtime, method, get, correctly, property, class","['incorrect', 'implementation', 'selection', 'sort', 'for', 'sort', 'item', 'ascend', 'order', 'wrong', 'code', 'may', 'assume', 'for', 'int', 'int', 'minindex', 'for', 'if', 'minindex']","Below is an incorrect implementation of Selection Sort for sorting items in ascending order. What is wrong with the code? You may assume the swap function is correct.void selectionSort(int a[], int n){ for (int i = 0; i < n-1; i++){ int minIndex = i; for (int j = i + 1; j < n-1; j++){ if (a[j] < a[minIndex]){ minIndex = j; } } swap(a, i, minIndex); }}
"
691,691,26.0,0.2840000092983246,"result, body, num, sequence, many, positive, preform, operator, dosomethe, note","['preform', 'operation', 'positive', 'integer', 'describe', 'code', 'return', 'note', 'operator', 'give', 'dosomethe', 'int', 'result', 'int', 'while', 'result', 'result', 'result', 'result', 'return', 'result']","Below is some code which preforms an operation on a positive integer. Describe what the code returns? Note that the '%' operator give the modulus.int doSomething(int n){ int result; int d; while( n != 0){ d = n%10; n = n/10; result = result * 10; result = result + d; } return result;}
"
692,692,29.0,0.18279999494552612,"hash, table, function, number, bucket, find, use, close, step, insert","['possible', 'remove', 'entry', 'closed', 'hash', 'table', 'linear_probing']","Why is is not possible to remove an entry from a Closed Hash Table with Linear Probing?
"
693,693,31.0,0.1120000034570694,"tree, node, binary, follow, avl, traversal, order, search, number, root","['avl', 'tree']","What is an AVL Tree?
"
694,694,29.0,0.18449999392032623,"hash, table, function, number, bucket, find, use, close, step, insert","['quadratic', 'time', 'use', 'elementary_operation', 'give', 'input', 'likely', 'amount', 'elementary_operation', 'for']","A quadratic time algorithm uses 27 elementary operations when given an input n=10. What is the (most likely) amount of elementary operations for n=1000?
"
695,695,31.0,0.2037999927997589,"tree, node, binary, follow, avl, traversal, order, search, number, root","['would', 'balance', 'value', 'node', 'value', 'avl', 'tree']","From the diagram (above), what would the balance value of the node with value ""Ronda"" be? Is this an AVL tree?
"
696,696,59.0,0.21469999849796295,"int, while, return, integer, problem, random, count, sum, birthday, test","['complexity', 'follow', 'functionfor', 'int', 'int', 'while', 'sum']","What is the complexity of the following function?for (int i=0 ; i < n ; i++){ int k = n; while (k > 1){ sum++; k = k/2; }}
"
697,697,35.0,0.22290000319480896,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'stable', 'sort', 'insertionsort', 'mergesort']","Which of the following are stable sorts?1. Selectionsort2. Insertionsort3. Shellsort4. Quicksort5. Mergesort
"
698,698,58.0,0.25450000166893005,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","['average', 'many', 'node', 'would', 'expect', 'fourth', 'list', 'element', 'assume', 'first', 'lane', 'contain', 'element']","On average, how many nodes would you expect to be in the fourth lane of a skip-list with 64 elements (Assuming the first lane contains all elements)?
"
699,699,0.0,0.10180000215768814,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","['various', 'way', 'traverse', 'tree']","There are various ways to Traverse a Tree. These are :
"
700,700,42.0,0.12389999628067017,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","['good', 'bad', 'average', 'amortise', 'runtime', 'add', 'element', 'arraylist']","What is the best, worst, and average/amortised runtime of adding an element to an arraylist?
"
701,701,35.0,0.22179999947547913,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'set', 'sort', 'algorithm', 'stable']","Which of the following sets of sorting algorithms are all stable?
"
702,702,41.0,0.19660000503063202,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['follow', 'list', 'number', 'iteration', 'bubble', 'sort']","What will the following list of numbers look like after 2 iterations of a bubble sort:6, 5, 3, 4, 1, 8, 7, 2, 9
"
703,703,47.0,0.15940000116825104,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['if', 'function', 'time', 'complexity', 'follow', 'statement', 'false', 'large', 'value', 'for']","If a function f(x), has (n^2) time complexity, which of the following statements is false, under large values for n?
"
704,704,31.0,0.13359999656677246,"tree, node, binary, follow, avl, traversal, order, search, number, root","['if', 'add', 'number', 'follow', 'tree', 'type', 'balance', 'algorithm', 'require']","If I was to add the number 8 to the following tree, what type of balancing algorithm will be required: (4) / \ (2) (6) \ (9)
"
705,705,27.0,0.11069999635219574,"for, follow, int, code, runtime, method, get, correctly, property, class","['if', 'measure', 'instrument', 'describe', 'precise', 'mean']","If a measuring instrument is described as ""precise"", what does it mean?
"
706,706,31.0,0.22139999270439148,"tree, node, binary, follow, avl, traversal, order, search, number, root","['if', 'unbalanced', 'avl', 'tree', 'new', 'leaf', 'node', 'tree', 'balance']","If this is an unbalanced AVL tree, what are the new leaf nodes of the tree once it has been balanced? (7) / \ (5) (10) / \ (4) (9) / (1)
"
707,707,35.0,0.10010000318288803,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['choice', 'best', 'describe', 'mergesort']","Which of the choices below best describes mergesort?
"
708,708,16.0,0.1120000034570694,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['statement', 'false']","Which of these statements is FALSE
"
709,709,31.0,0.15150000154972076,"tree, node, binary, follow, avl, traversal, order, search, number, root","['invent', 'avl', 'tree']","Who invented AVL trees?
"
710,710,47.0,0.13529999554157257,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['notation', 'for', 'time', 'complexity']","What is the notation for the upper bound time complexity?
"
711,711,45.0,0.0632999986410141,"list, link, array, follow, middle, insert, faster, would, add, singly","['advantage', 'list']","What is an advantage of a List over an array?
"
712,712,35.0,0.13910000026226044,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['sort', 'algorithm', 'fast', 'average', 'case']","Which sorting algorithm has the fastest average case?
"
713,713,41.0,0.08889999985694885,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['follow', 'apply', 'selection', 'sort']","Which of the following applies to Selection Sort?
"
714,714,41.0,0.218299999833107,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['give', 'array', 'many', 'step', 'would', 'take', 'find', 'value', 'use', 'binary']","In the given array, how many steps would it take to find the value '20' when using binary search?__________________________________| 6 | 10 | 13 | 15 | 19 | 20 | 27 | 39 | 41 | 48 |
"
715,715,16.0,0.06080000102519989,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['load', 'statement', 'correct']","With a load of 0.50, which of these statements are correct?
"
716,716,16.0,0.1071000024676323,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['statement', 'transitivity', 'rule']","Which of these statements is the Big-Oh transitivity rule?
"
717,717,11.0,0.20880000293254852,"search, binary, list, name, find, however, average, skip, suppose, interpolation","['max', 'number', 'comparison', 'need', 'find', 'name', 'binary', 'search', 'follow', 'list']","What is the max number of comparisons needed to find a name with binary search in the following list:AaronAndreaBenBryceEmmaJamesJohnVictoria
"
718,718,31.0,0.06360000371932983,"tree, node, binary, follow, avl, traversal, order, search, number, root","['tree', 'type']","A tree is a type of ....
"
719,719,4.0,0.14139999449253082,"store, must, number, able, book, like, quickly, application, product, could","['suppose', 'follow', 'avltree', 'if', 'remove', 'root', 'node', 'correctly', 'could', 'binary', 'treelook', 'like']","Suppose we have the following AVLTree. If we remove the root node 4 correctly, how could the binary treelook like after? (4) / \ / \ / \ / \ (2) (6) / \ / \ / \ / \ (1) (3) (5) (7) / \ / \ (0) (8)
"
720,720,16.0,0.10109999775886536,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['follow', 'statement', 'true']","Which of the following statements is true?
"
721,721,49.0,0.06159999966621399,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","['property', 'apply', 'notation']","Which of these properties do not apply to big-Oh notation?
"
722,722,47.0,0.08780000358819962,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['let', 'real', 'number', 'time', 'complexity', 'function', 'say', 'if']","Let c,N be real numbers, and f(n), g(n) be time complexity functions.The function f(n) is said to be O(g(n)) if:
"
723,723,35.0,0.19120000302791595,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'algorithm', 'fastest', 'for', 'nearly', 'sort', 'datum']","Which of the following sorting algorithms is the fastest for nearly sorted data?
"
724,724,35.0,0.1428000032901764,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'sort', 'real', 'sort']","Which of the following sorts is not a real sort?
"
725,725,0.0,0.05590000003576279,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","['definition', 'for', 'type', 'traversal', 'incorrect']","Which definition for the types of traversal is incorrect?
"
726,726,45.0,0.20720000565052032,"list, link, array, follow, middle, insert, faster, would, add, singly","['faster', 'remove', 'item', 'middle', 'link', 'list', 'array']","It is faster to remove an item from the middle of a linked list or from the middle of an array?
"
727,727,29.0,0.3833000063896179,"hash, table, function, number, bucket, find, use, close, step, insert","['many', 'bucket', 'would', 'need', 'open', 'hash', 'table', 'if', 'wish', 'store', 'item', 'average', 'step', 'nearest', 'integer']","How many buckets would you need in your open hash table If you wish to store 10,000 items in an average of 1.45 steps? (To the nearest integer)
"
728,728,31.0,0.2305999994277954,"tree, node, binary, follow, avl, traversal, order, search, number, root","['give', 'follow', 'selection', 'integer', 'follow', 'would', 'valid', 'avl', 'tree']","Given the following selection of integers,2,5,11,14,17,24,51Which of the following would be valid AVL trees:1: 14 11 17 2 5 24 512: 24 14 51 5 17 2 11 3: 14 5 24 2 11 17 514: 51 17 24 2 5 11 14
"
729,729,29.0,0.19280000030994415,"hash, table, function, number, bucket, find, use, close, step, insert","['closed', 'hash', 'table', 'linear_probe', 'if']","You should only use a closed hash table (with linear probing) if __________
"
730,730,31.0,0.18330000340938568,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'unbalanced', 'avl', 'tree', 'impossible', 'balance', 'note', 'for', 'tree', 'element', 'value', 'current', 'node', 'place', 'leave', 'current', 'node']","Which of the following unbalanced AVL trees are impossible to balance? (NOTE: For these trees, elements that have the same value as the current node are placed to the left of the current node)1) 4 4 42) 9 8 83) 2 2 14) 5 1 7 1 1
"
731,731,31.0,0.1454000025987625,"tree, node, binary, follow, avl, traversal, order, search, number, root","['root', 'object', 'empty', 'tree']","What is in the ""root"" object of an empty tree?
"
732,732,1.0,0.10369999706745148,"order, consider, runtime, input, size, constant, post, function, print, correct","['sort', 'method', 'slowest']","Which of these sorting methods is slowest?
"
733,733,35.0,0.06669999659061432,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal",['stable'],"Which of these are stable?
"
734,734,11.0,0.11169999837875366,"search, binary, list, name, find, however, average, skip, suppose, interpolation","['interpolation', 'search']","What is interpolation search?
"
735,735,41.0,0.218299999833107,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['use', 'small', 'element', 'simplify', 'quick', 'sort', 'average', 'many', 'level']","When using QuickSelect, we use the k-th smallest element to simplify quick sort. On average, how many levels will there be?
"
736,736,31.0,0.2117999941110611,"tree, node, binary, follow, avl, traversal, order, search, number, root","['calculate', 'output', 'pre', 'order', 'follow', 'tree']","Calculate the output of the pre-order traversal algorithm in the following tree a / \ b e /\ /\c d f g/\ /h i j
"
737,737,30.0,0.08420000225305557,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","['if', 'take', 'second', 'process', 'element', 'takes_seconds', 'process', 'result', 'complexity']","If an algorithm takes 1 second to process 1,000 elements and takes 8,000 seconds to process 20,000 results, what is its complexity?
"
738,738,45.0,0.49320000410079956,"list, link, array, follow, middle, insert, faster, would, add, singly","['follow', 'statement', 'compare', 'link', 'list', 'array', 'true', 'link', 'list', 'would', 'faster', 'th', 'itemb', 'link', 'list', 'would', 'faster', 'remove', 'item', 'would', 'faster', 'insert', 'item', 'front', 'would', 'array', 'less', 'memory', 'since', 'storage', 'for', 'pointer']","Which of the following statements comparing linked lists with arrays are true:A) In a Linked List, it would be faster to get to the 110th item.B) In a Linked List, it would be faster to remove an item from the middle of it.C) In an Array, it would be be faster to insert an item in the front of it.D) Arrays use less memory since they do not use storage for pointers.
"
739,739,29.0,0.4803999960422516,"hash, table, function, number, bucket, find, use, close, step, insert","['give', 'close', 'hash', 'table', 'bucket', 'average', 'number', 'step', 'take', 'insert', 'find', 'item', 'if', 'maximum', 'number', 'key', 'insert']","Given a closed hash table with 50 buckets, what is the average number of steps it will take to insert/find an item if the maximum number of keys to insert is 40?
"
740,740,16.0,0.0966000035405159,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['if', 'follow', 'statement', 'true']","If f(n) = 2^n+ 10, g(n) = 5nlog(n), and h(n) = n^2 + log(n), which of the following statements is true?
"
741,741,1.0,0.14720000326633453,"order, consider, runtime, input, size, constant, post, function, print, correct","['right', 'order', 'step', 'for', 'post', 'order', 'way', 'traverse', 'tree']","What is the right order of steps for the Post-order way to traverse a tree?
"
742,742,35.0,0.11060000211000443,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['sort', 'stable']","Which of these sorts are ALL Stable?
"
743,743,59.0,0.11159999668598175,"int, while, return, integer, problem, random, count, sum, birthday, test","['birthday', 'problem']","What is the Birthday Problem?
"
744,744,41.0,0.3303999900817871,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['follow', 'statement', 'stable', 'sort', 'algorithmsa', 'insertion', 'sort', 'bubble', 'sort', 'merge', 'sortb', 'merge', 'bubble', 'sort', 'shell', 'sortc', 'insertion', 'sort', 'sort', 'sort', 'bubble', 'sort']","Which of the following statements a,b,c or d are all stable sorting algorithms?a) Insertion sort, Bubble sort, Merge sortb)Merge sort, Bubble sort, Shell sortc) Quick sort, Insertion sort, Heap sortd) Heap sort, Shell sort, Bubble sort
"
745,745,52.0,0.09269999712705612,"if, minindex, else, incorrect, forvalue, algorithmvoid, arraylength, side, ignore, never","['complexity', 'follow', 'forvalue', 'for', 'if', 'return']","What is the complexity of the following code?int searchArray(int arr[], int n, int forValue) { for ( int i = 0; i < n; i++ ) { if (arr[i] == forValue) { return i*2; } }}
"
746,746,35.0,0.15240000188350677,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['stable', 'sort', 'algorithm']","What is a stable sorting algorithm?
"
747,747,12.0,0.057999998331069946,"datum, structure, item, remove, data, implement, add, fast, follow, make","['list', 'structure', 'quick', 'traverse']","Which List structure is the quickest to traverse?
"
748,748,29.0,0.09790000319480896,"hash, table, function, number, bucket, find, use, close, step, insert","['off', 'big', 'hash', 'table', 'true']","Which statement about the trade-offs of having a big hash tables is true?
"
749,749,8.0,0.15049999952316284,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['bad', 'cast', 'runtime', 'complexity', 'bubblesort']","What is the worst-cast runtime-complexity of Bubblesort?
"
750,750,42.0,0.09260000288486481,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","['good', 'case', 'runtime', 'complexity', 'ofbubble', 'sort']","What is the best-case runtime-complexity ofBubble Sort?
"
751,751,31.0,0.10639999806880951,"tree, node, binary, follow, avl, traversal, order, search, number, root","['tree', 'call', 'leaf']","In a tree, when is node called a leaf?
"
752,752,35.0,0.08309999853372574,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'carey', 'rule', 'sort']","Which of the following are Carey’s 2 Rules of Sorting?
"
753,753,35.0,0.08320000022649765,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'carey', 'rule', 'sort']","Which of the following are Carey’s 2 Rules of Sorting?
"
754,754,31.0,0.1446000039577484,"tree, node, binary, follow, avl, traversal, order, search, number, root","['make', 'binary', 'tree', 'balance']","What makes a binary tree balanced
"
755,755,45.0,0.09860000014305115,"list, link, array, follow, middle, insert, faster, would, add, singly","['link', 'list', 'method', 'guarantee', 'complexity']","in a linked list which of these methods has a guaranteed complexity of 1?
"
756,756,45.0,0.09860000014305115,"list, link, array, follow, middle, insert, faster, would, add, singly","['link', 'list', 'method', 'guarantee', 'complexity']","in a linked list which of these methods has a guaranteed complexity of 1?
"
757,757,0.0,0.016699999570846558,"type, point, traverse, coordinate, interface, group, happen, route, various, authority",[],"What is linear probing?
"
758,758,16.0,0.22499999403953552,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['search', 'engine', 'bugle', 'use', 'system', 'call', 'pagerank', 'determine', 'order', 'show', 'result', 'inthis', 'involve', 'solve', 'large', 'matrix', 'problem', 'use', 'size', 'follow', 'statement', 'false']","A search engine 'Bugle' uses a system called PageRank to determine the order it shows results in.This involves solving a large matrix problem using an algorithm of order N2log(N) where the size of the matrix is N x N.Which one of the following statements is false?
"
759,759,31.0,0.23340000212192535,"tree, node, binary, follow, avl, traversal, order, search, number, root","['follow', 'output', 'order', 'traversal', 'tree', 'processing', 'simply', 'print', 'node', 'value']","Which of the following is the output of In-order traversal on this tree: a / \ b e / \c d(Where the processing is simply printing the node value)
"
760,760,31.0,0.49619999527931213,"tree, node, binary, follow, avl, traversal, order, search, number, root","['consider', 'binary', 'tree', 'numeric', 'node', 'leave', 'sub', 'tree', 'consist', 'number', 'node', 'right', 'sub', 'tree', 'consist', 'number', 'great', 'nodethis', 'tree', 'empty', 'root', 'value', 'follow', 'number', 'insert', 'tree', 'order', 'leave', 'right', 'ie', 'insert', 'first', 'height', 'number', 'level', 'tree']","Consider a binary tree with numeric nodes where the left sub-tree consists of numbers less than the node, and the right sub-tree consists of numbers greater than the node.This tree is empty other than the root value: 10.The following numbers are inserted into the tree in order from left to right (i.e. 15 is inserted first):15, 6, 12, 4, 9, 11, 7, 8What is the height (number of levels) of the tree?
"
761,761,14.0,0.06639999896287918,"value, operation, perform, similar, expect, many, page, real, note, temp","['elementary', 'operation']","Which of these is not an elementary operation?
"
762,762,6.0,0.23100000619888306,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","['implementation', 'selection', 'sort', 'run', 'for', 'sort', 'list', 'record', 'long', 'likely', 'run', 'sort', 'record']","An implementation of selection sort runs for 2s to sort a list of 1,000 records. How long will it likely run to sort 10,000 records?
"
763,763,47.0,0.1907999962568283,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['take', 'for', 'give', 'asymptotic', 'time', 'complexity', 'many', 'second', 'expect', 'take', 'for']","An algorithm takes 1s for n = 100. Given that its asymptotic time complexity is?(n2), how many seconds do you expect it to take for n = 800?
"
764,764,47.0,0.2863999903202057,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['interpolation', 'search', 'improve', 'version', 'binary', 'search', 'give', 'time', 'complexity', 'log', 'follow', 'correctly', 'order', 'time', 'complexity', 'best', 'worst', 'for', 'large']","Interpolation search is an improved version of Binary search. Given that it has time complexity O(log(log n)), which of the following correctly orders the time complexities from best to worst, for large n.
"
765,765,29.0,0.35589998960494995,"hash, table, function, number, bucket, find, use, close, step, insert","['close', 'linear_probing', 'right', 'ie', 'direction', 'high', 'index', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'end']","You wish to use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = (x*x) % 5 , and the hash table has slots 0, ... , 4. If you insert the elements 3, 2, 4, 1, 5 in that order, what does the hashtable look like at the end?
"
766,766,9.0,0.09830000251531601,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","['main', 'advantage', 'consider', 'amortise', 'runtime']","What is the main advantage of considering an amortised runtime?
"
767,767,47.0,0.37220001220703125,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['for', 'loop', 'nest', 'asymptotic', 'time', 'complexity', 'find', 'multiplying', 'order', 'loop', 'if', 'for', 'loop', 'nest', 'big', 'complexity', 'give']","When for loops are nested, the asymptotic time complexity can be found by multiplying the order of each loop. If the for loops are not nested, big-O complexity is given by...
"
768,768,29.0,0.4526999890804291,"hash, table, function, number, bucket, find, use, close, step, insert","['use', 'standard', 'closed', 'hashtable', 'linear_probing', 'right', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'end']","You are using a standard closed hashtable with linear probing (to the right). The hash function has the form h(x) = x % 5 and the hash table has slots 0,1,2,3,4. If you insert the elements 9,3,14,7,1 in this order, what does the hashtable look like at the end?
"
769,769,32.0,0.1388999968767166,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","['definition', 'lower', 'bind', 'big', 'omega']","What is the definition of a Lower Bound (Big-Omega)?
"
770,770,29.0,0.3808000087738037,"hash, table, function, number, bucket, find, use, close, step, insert","['give', 'particular', 'load', 'for', 'open', 'hash', 'table', 'average', 'number', 'step', 'insert', 'find', 'item']","Given a particular load L for an Open Hash Table, what is the average number of steps to insert or find an item?
"
771,771,45.0,0.31220000982284546,"list, link, array, follow, middle, insert, faster, would, add, singly","['follow', 'case', 'link', 'list', 'preferable', 'array', 'insert', 'new', 'element', 'front', 'remove', 'element', 'middle', 'get', 'th', 'element', 'either']","In which of the following cases is a linked list preferable to an array?1) Inserting a new element at the front of either2) Removing an element in the middle of either3) Getting the 200th element of either
"
772,772,45.0,0.31220000982284546,"list, link, array, follow, middle, insert, faster, would, add, singly","['follow', 'case', 'link', 'list', 'preferable', 'array', 'insert', 'new', 'element', 'front', 'remove', 'element', 'middle', 'get', 'th', 'element', 'either']","In which of the following cases is a linked list preferable to an array?1) Inserting a new element at the front of either2) Removing an element in the middle of either3) Getting the 200th element of either
"
773,773,47.0,0.11909999698400497,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","['theta', 'time', 'complexity', 'follow', 'for', 'for']","What is the theta time complexity of the following algorithm fragment (f(a,b))?for (int i=0; i<a+b; i++) {System.out.println(i);}for (int i=0; i<a*a*a; i++) {System.out.println(i);}
"
774,774,31.0,0.20239999890327454,"tree, node, binary, follow, avl, traversal, order, search, number, root","['give', 'number', 'would', 'final', 'balanced', 'avl', 'tree']","Given the numbers [1,4,6,3,7,2,10]. What would be the final balanced AVL Tree?
"
775,775,38.0,0.21279999613761902,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","['binary', 'search', 'tree', 'left', 'subtree', 'right', 'subtree', 'differ', 'height', 'unit', 'call']","A binary search tree whose left subtree and right subtree differ in height by at most one unit is called..
"
776,776,16.0,0.1500999927520752,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['follow', 'statement', 'false']","Which are the following statements are false?
"
777,777,41.0,0.3668000102043152,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['give', 'int', 'array', 'many', 'step', 'take', 'sort', 'ascend', 'order', 'use', 'bubble', 'sort']","Given the int array 6, 5, 1, 4, 7, 8, 2, how many steps will it take to sort it in ascending order using bubble sort?
"
778,778,35.0,0.11069999635219574,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['sort', 'stable']","which of these sorts is stable
"
779,779,8.0,0.0617000013589859,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","['definition', 'space', 'complexity']","What is the definition of Space Complexity?
"
780,780,49.0,0.13529999554157257,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","['big', 'theta', 'notation', 'calculate', 'time', 'complexity']","When do you use Big-Theta notation when calculating time complexity?
"
781,781,29.0,0.3982999920845032,"hash, table, function, number, bucket, find, use, close, step, insert","['s', 'average', 'number', 'step', 'find', 'item', 'anopen', 'hash', 'table', 'bucket', 'element', 'table']","Whats the average number of steps to find any items in anopen hash table of 1213 buckets with 1000 elements in the table?
"
782,782,35.0,0.20630000531673431,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['follow', 'question', 'unanswerable', 'give', 'for', 'function', 'would', 'answerable', 'give', 'information']","which of the following questions is unanswerable given only that for functions f and gf(n) = ?(1)g(n) = O(n)but would be answerable given more information
"
783,783,31.0,0.18219999969005585,"tree, node, binary, follow, avl, traversal, order, search, number, root","['need', 'binary', 'tree', 'height', 'balanced']","Why we need to a binary tree which is height balanced?
"
784,784,27.0,0.12630000710487366,"for, follow, int, code, runtime, method, get, correctly, property, class","['follow', 'code', 'perform', 'partition', 'operation', 'correctly', 'quicksort']","Which of the following code performs the partition operation correctly in QuickSort?
"
785,785,12.0,0.12250000238418579,"datum, structure, item, remove, data, implement, add, fast, follow, make","['follow', 'datum', 'structure', 'similar', 'skiplist']","which of the following data structure are similar to skipList?
"
786,786,25.0,0.10559999942779541,"none, option, select, avoid, andcomplexity, formation, skew, technique, collision, design","['select', 'option', 'give', 'datum', 'structure', 'andcomplexity', 'for', 'search', 'time', 'check', 'contain', 'object', 'match']","Select the option where the given data structure andcomplexity for search time (check that it contains an object) do not match.
"
787,787,29.0,0.13930000364780426,"hash, table, function, number, bucket, find, use, close, step, insert","['follow', 'statement', 'open', 'hash', 'table', 'false']","Which of the following statements about open hash tables is false
"
788,788,45.0,0.1500999927520752,"list, link, array, follow, middle, insert, faster, would, add, singly","['implement', 'singly', 'link', 'list', 'follow', 'statement', 'true']","When implementing a singly linked list, which of the following statements is true?
"
789,789,27.0,0.2295999974012375,"for, follow, int, code, runtime, method, get, correctly, property, class","['big', 'complexity', 'follow', 'code', 'for', 'for', 'for', 'int']","What is the big O complexity f(n) of the following code?(A) for( int i = 0; i < n; i++){(B) for( int j = i; j < n; j++){(C) for( int k = 0; k < 4; k++){ System.out.println(""Hello World!""); } } }
"
790,790,35.0,0.1500999927520752,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['example', 'stable', 'sort']","Which of these is not an example of a stable sort?
"
791,791,27.0,0.11259999871253967,"for, follow, int, code, runtime, method, get, correctly, property, class","['correct', 'order', 'for', 'runtime', 'complexity', 'class', 'fastest', 'slow', 'for', 'large', 'value']","Which of these is the correct order for the runtime complexity classes - from fastest to slowest, for large values of n?
"
792,792,16.0,0.06289999932050705,"statement, follow, false, child, rule, position, new, mean, involve, mistake","['rule', 'sort']","Carey's two rules of sorting are:
"
793,793,59.0,0.12460000067949295,"int, while, return, integer, problem, random, count, sum, birthday, test","['theta', 'complexity', 'int', 'int', 'for', 'for', 'int', 'return']","what is the theta complexity of this algorithm f(n)function int f(int n){ int c = 0; for (int i=1 i<n; i=i*2){ for (int j=0; j<i; j++){ c++; } } return c;}
"
794,794,41.0,0.17389999330043793,"sort, take, use, selection, many, order, would, bubble, quick, ascend","['give', 'follow', 'sorted', 'list', 'number', 'use', 'binary', 'search', 'algorithm', 'many', 'comparison', 'would', 'take', 'determine', 'if', 'number', 'list', 'use', 'floor', 'function', 'for', 'find', 'middle', 'element', 'list']","Given the following sorted list of numbers:1, 2, 34, 45, 104, 287, 287, 299Using the binary search algorithm; how many comparisons would it take to determine if the number 0 is in the list (when using the floor function for finding the middle element of the list)?
"
795,795,35.0,0.11060000211000443,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","['stable', 'sort']","What is a stable sort?
"
796,796,45.0,0.12880000472068787,"list, link, array, follow, middle, insert, faster, would, add, singly","['insert', 'doubly', 'link', 'list', 'must', 'update']","When inserting a node in a doubly linked list, we must update:
"
