,Unnamed: 0,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
508,508,508,32.0,0.17739999294281006,"task, cost, provide, car, location, dealership, factory, row, quickest, alphabetically","['construct', 'graph', 'row', 'column', 'arrange', 'alphabetically', 'follow', 'matrix', 'describe', 'vertex', 'edges_apart']","By constructing the adjacency matrix of the graph below (with rows/columns arranged alphabetically), which of the following matrices describes vertices which are three edges apart?
"
509,509,509,33.0,0.17730000615119934,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['search', 'tree', 'output', 'if', 'perform', 'level', 'order', 'traversal', 'tree']","Insert the arrayinto a Self-BalancingBinary Search Tree. What is the output if you perform a Level-Order Traversal on the tree?
"
510,510,510,52.0,0.09009999781847,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['best', 'describe', 'happen', 'pass', 'ashell', 'sort', 'assume']","Which statement best describes what happens when you sort an array, arr, of length n during one pass of aShell (k-)Sort(assuming k<n)?
"
511,511,511,37.0,0.16220000386238098,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'best', 'suit', 'for', 'recently', 'sort', 'datum']","Which of these sorting is best suited for recently sorted data?
"
512,512,512,36.0,0.13279999792575836,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'follow', 'binary', 'tree', 'method', 'tree', 'traversal', 'would', 'result', 'output']","Given the following binary tree, which method of tree traversal would result in the output:a b d c e f
"
513,513,513,52.0,0.1858000010251999,"hash, table, bucket, open, insert, close, key, function, slot, closed","['calculate', 'step', 'search', 'for', 'insert', 'element', 'open', 'hash', 'table']","How do you calculate steps to search for/insert an element in an OPEN hash table with load factor L?
"
514,514,514,23.0,0.13210000097751615,"run, large, fast, term, quicksort, exact, record, partition, question, information","['follow', 'sort', 'stable', 'if', 'retain', 'order', 'equal', 'elementsie', 'if', 'come', 'unsorted', 'list', 'come', 'sorted', 'list']","Which of the following sorting algorithms is NOT stable?An algorithm is stable if it retains the order of equal elements.Ie: if x = y and x comes before y in the unsorted list, then x will come before y in the sorted list.
"
515,515,515,36.0,0.15309999883174896,"measurement, precision, accuracy, difference, image, significant, definition, regard, accuracylow, accuracyhigh","['difference', 'precision', 'accuracy']","What is the difference between precision and accuracy?
"
516,516,516,41.0,0.2057999968528748,"for, time, complexity, search, runtime, function, none, follow, correct, give","['runtime', 'for', 'input', 'size', 'asymptotic', 'time', 'complexity']","An algorithm has a runtime, for input size n, of T(n)=10000n4+0.075n2+0.091n+102500.What is the asymptotic time complexity of this algorithm?
"
517,517,517,29.0,0.35109999775886536,"for, time, complexity, search, runtime, function, none, follow, correct, give","['time', 'complexity', 'use', 'definition', 'give', 'week', 'fix', 'assume', 'low', 'possible', 'value', 'ofb', 'for', 'definition', 'hold']","An algorithmhas time complexity. Using the Definition of Big-Oh as given in the 2019 Week 1a Lecture (slide 14), fix B = 5.Assuming, what is the lowest possible value ofb for which the definition holds?
"
518,518,518,38.0,0.6049000024795532,"datum, structure, data, space, implement, possible, memory, store, work, for","['phone', 'network', 'provider', 'wish', 'store', 'mobile', 'number', 'for', 'customer', 'large', 'amount', 'people', 'application', 'need', 'able', 'remove', 'new', 'mobile', 'number', 'quickly', 'for', 'customer', 'join', 'leave', 'provider', 'company', 'want', 'able', 'determine', 'quickly', 'whether', 'individual', 'specific', 'name', 'customer', 'able', 'retrieve', 'phone', 'number', 'datum', 'structure', 'would', 'appropriate', 'store', 'phone', 'number', 'memory']","A phone network provider wishes to store the mobile numbers for their customers (a large amount of people). The application needs to be able to add and remove new mobile numbers quickly, for when a customer joins or leaves the provider, and the company wants to be able to determine quickly whether an individual with a specific name is a customer, and be able to retrieve their phone number. Which data structure would be MOST appropriate to store the phone numbers in memory?
"
519,519,519,33.0,0.5875999927520752,"task, cost, provide, car, location, dealership, factory, row, quickest, alphabetically","['suppose', 'employee', 'sale', 'department', 'large', 'car', 'manufacture', 'company', 'task', 'reduce', 'cost', 'transport', 'new', 'car', 'dealership', 'factory', 'order', 'maximise', 'profitsbelow', 'graph', 'cost', 'associate', 'deliver', 'single', 'car', 'dealership', 'location', 'factory', 'location', 'use', 'djikstra', 'algorithm', 'calculate', 'cheap', 'cost', 'deliver', 'dealership', 'factory']","Suppose that you are an employee in the sales department at a large car manufacturing company, (i.e. Honda). Your boss has tasked you with reducing the cost of transporting new cars to dealerships from the factory, in order to maximise profits.Below is a graph with the costs associated with delivering a single car to dealerships from other locations, our factory is at location A. Using Djikstra's Algorithm, calculate the cheapest costs to deliver to each dealership from our factory at A.
"
520,520,520,33.0,0.25209999084472656,"tree, binary, node, avl, search, child, root, follow, height, leaf","['provide', 'follow', 'number', 'if', 'perfectly_balanced', 'binary', 'search', 'tree', 'construct', 'array', 'number', 'root', 'node']","An array is provided with the following numbers: {16, 87, 54, 98, 61, 33, 74}. If a perfectly balanced binary search tree is constructed from this array, which number will be in the root node?
"
521,521,521,2.0,0.10620000213384627,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['function', 'low', 'growth_rate']","Which of these functions has the lowest growth rate?
"
522,522,522,47.0,0.2099000066518784,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['order', 'vertex', 'settle', 'apply', 'graph', 'determine', 'length', 'short', 'path', 'vertex']","In what order are the vertices 'settled' whenDijkstra’s Algorithm is applied to the below graph to determine the lengths of the shortest paths from A to all other vertices?
"
523,523,523,47.0,0.11089999973773956,"datum, structure, data, space, implement, possible, memory, store, work, for","['follow', 'search', 'algorithm', 'perform', 'good', 'give', 'much', 'memory', 'need', 'apply', 'appropiate', 'data', 'structure']","Which of the following searching algorithms performs the best giving that we have as much memory as needed and we apply them to the most appropiate data structures.
"
524,524,524,2.0,0.22139999270439148,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'bst', 'valid', 'avl', 'tree']","Which of the following BSTs is not a valid AVL Tree?
"
525,525,525,2.0,0.2295999974012375,"tree, binary, node, avl, search, child, root, follow, height, leaf","['picture', 'show', 'balanced', 'avl', 'tree', 'balanced', 'avl', 'tree', 'look_like']","The picture below shows a balanced AVL Tree.If I were to insert 10 (or '0010') into the tree. What will the balanced AVL Tree look like after?
"
526,526,526,2.0,0.21320000290870667,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'comparison', 'sort', 'algorithm']","Which one of the following sorting algorithms, is a non-comparison sorting algorithm?
"
527,527,527,36.0,0.12319999933242798,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'hash', 'function', 'current', 'reccomendation']","Which one of the following hash functions is the current reccomendation?
"
528,528,528,36.0,0.2045000046491623,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'use', 'sort', 'part', 'alogorithm']","Which of the following sorting algorithms, uses h-sorting as part of its alogorithm?
"
529,529,529,36.0,0.23019999265670776,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['time', 'complexity', 'tree', 'traversal', 'method', 'binary', 'treeie', 'pre', 'order', 'post', 'order']","What is the time complexity of Tree traversal Methods in a binary tree?i.e. Pre-Order, Post-Order etc
"
530,530,530,52.0,0.16419999301433566,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'binary', 'tree', 'tree', 'traversal', 'method', 'would', 'print', 'follow', 'outputoutput']","For the following binary tree, which tree traversal method would print the following output?Output : d e b f g c a
"
531,531,531,52.0,0.05700000002980232,"make, good, different, worst, maintain, aka, identify, complexitie, namortise, description","['requirement', 'for', 'good', 'cryptographic', 'hash']","Which of these is not a requirement for a good cryptographic hash?
"
532,532,532,26.0,0.2712999880313873,"pass, send, initial, replace, message, public_key, alice, necessary, publish, generate","['consider', 'question', 'cryptography', 'ensure', 'replace', 'alice', 'public_key', 'alice']","Consider this question on cryptography: To ensure Eve doesn't replace Alice's public key with her own, what can Alice do?
"
533,533,533,26.0,0.06360000371932982,"remove, base, set, implementation, insert, may, allow, incorrect, entity, limited","['system', 'base']","What is the RSA encryption system based on?
"
534,534,534,51.0,0.155799999833107,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['run', 'sort', 'shellsorting', 'follow', 'sort', 'sort', 'follow', 'array', 'give', 'follow', 'array']","Running a 7-sort (Shellsorting) followed by a 4-sort and then a 2-sort on the following array [10,5,7,11,15,3,4,9] will give which of the following arrays.
"
535,535,535,36.0,0.17679999768733978,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['quick', 'sort', 'ascend', 'nlogn', 'complexity']","When is quick sort (ascending) not of O(nlogn) complexity?
"
536,536,536,23.0,0.27140000462532043,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'table', 'use', 'linear_probe', 'hash', 'algorithm', 'use', 'if', 'remove', 'would', 'hash', 'table', 'break']","This is a closed hash table that uses linear probing:[7,4,3,5, ,11, , ,12, , , , ]This is the hashing algorithm it uses: h(x) = (x2- 7x) % 13If we were to remove 4, would our hash table break?
"
537,537,537,23.0,0.3061999976634979,"number, find, take, step, item, average, many, give, second, if","['use', 'formula', 'taught', 'lecture', 'average', 'number', 'step', 'take', 'find', 'element', 'close', 'hash', 'table', 'use', 'linear_probe', 'many', 'step', 'take', 'find', 'if', 'hash', 'algorithmhash', 'table', 'hashing', 'hash', 'table', 'total', 'bucket']","Using the formula we were taught in lectures, what is the average number of steps it will take to find an element in this closed hash table using linear probing? And, how many steps will it take to find '4' if we use this hashing algorithm?Hash Table:[ , , , ,12,1,4,7]Hashing Algorithm:(x2-4) % 8(Hint: Hash table has 8 total buckets)
"
538,538,538,40.0,0.17710000276565552,"pass, send, initial, replace, message, public_key, alice, necessary, publish, generate","['follow', 'procedure', 'describe', 'elgamal', 'public_key', 'cryptography']","Which of the following procedures describes ElGamal public key cryptography?
"
539,539,539,26.0,0.09780000150203703,"comparison, minimum, span, decision, edgesis, among, stooge, parallelize, reach, shape","['option', 'property', 'minimum', 'span', 'tree']","Which of these options is NOT properties of minimum spanning tree?
"
540,540,540,44.0,0.06379999965429306,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble",['recursion'],"What does recursion do?
"
541,541,541,25.0,0.26820001006126404,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'advantage', 'use', 'singly', 'link', 'list', 'instead', 'array']","Which of the following is NOT an advantage of using a singly Linked List instead of an array?
"
542,542,542,25.0,0.11890000104904175,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'statement', 'avl', 'tree', 'true']","Which of the following statements about AVL trees is NOT true?
"
543,543,543,17.0,0.1348000019788742,"number, find, take, step, item, average, many, give, second, if","['average', 'bst', 'value', 'many', 'step', 'typically', 'require', 'find', 'value']","In an average BST with n values, how many steps are typically required to find a value?
"
544,544,544,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'stable']","Which sorting algorithms are stable?
"
545,545,545,29.0,0.5085999965667725,"for, time, complexity, search, runtime, function, none, follow, correct, give","['accord', 'follow', 'source', 'code', 'file', 'statement', 'code', 'theformula', 'for', 'elementary', 'for', 'big', 'complexity', 'class', 'code', 'measure', 'runtime', 'code', 'time', 'average', 'running', 'time', 'get', 'fairly', 'precise', 'runtime', 'change', 'type', 'input', 'output', 'stringbuffer', 'resultappend', 'reduce', 'runtime', 'follow', 'statement', 'true']","According to thethe following source code file StringRepeater.java:There are four statements about this code:(1). Theformula for the elementary operationsin this code is T(n)= 4+4n.(2). For big n, the complexity class of this code is O(n^2).(3).To measure the runtime of this code, we can test this code in 500 times or more, and average the running time to get a fairly precise runtime.(4).Changing the type of the input and output as StringBuffer, and change the loop code ""result.append(s)"" can reduce the runtime of the code.Which of the following statements are true?
"
546,546,546,29.0,0.13619999587535858,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['piece', 'code', 'run', 'simultaneously', 'know']","Two or more pieces of code running simultaneously are known as what?
"
547,547,547,23.0,0.2610999941825867,"hash, table, bucket, open, insert, close, key, function, slot, closed","['suppose', 'follow', 'hash', 'table', 'implement', 'use', 'linear_probing', 'hash', 'function', 'use', 'function', 'element', 'enter', 'follow', 'order', 'element', 'could', 'add', 'table', 'iv']","Suppose you have the following hash table, implemented using linear probing, and that the hash function we are using is the function, h(x) = x mod 9.0 1 2 3 4 5 6 7 8 [hash ids]9 18 12 3 14 4 21 [elements entered]Which of the following are orders in which the elements could have been added to the table:(i) 9, 14, 4, 18, 12, 3, 21(ii) 12, 3, 14, 18, 4, 9, 21(iii) 12, 14, 3, 9, 4, 18, 21(iv) 9, 12, 14, 3, 4, 21, 18(v) 12, 9, 18, 3, 14, 21, 4 ?
"
548,548,548,23.0,0.06570000201463701,"vertex, edge, graph, change, show, matrix, also, if, formula, name","['rather', 'adjacency', 'list']","When should you use an adjacency matrix rather than an adjacency list?
"
549,549,549,0.0,0.15880000591278076,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'sort', 'take', 'sort', 'random', 'array', 'size', 'input', 'array', 'second', 'for', 'input', 'for', 'second', 'for', 'input', 'for', 'second', 'for', 'input', 'for']","Consider a sorting algorithm which takes ... to sort a random array (n being the size of the input array)- 10 seconds for an input for n = 100- 10 seconds for an input for n = 1000- 10 seconds for an input for n = 10,000
"
550,550,550,40.0,0.1615999937057495,"number, find, take, step, item, average, many, give, second, if","['implementation', 'selection', 'take', 'second', 'sort', 'random', 'integer', 'long', 'algorithm', 'likely', 'take', 'sort', 'random', 'integer']","An implementation of the selection sort algorithm takes 2 seconds to sort 10^5 random Integers. How long will the same algorithm likely take to sort 10^6 random integers?
"
551,551,551,40.0,0.18359999358654025,"tree, binary, node, avl, search, child, root, follow, height, leaf","['work', 'perfectly_balanced', 'binary', 'avl', 'tree', 'consist', 'value', 'traverse', 'start', 'finish', 'follow', 'output', 'give', 'type', 'use']","When working with a perfectly balanced, binary, AVL tree consisting of the values[84,112,201,267,273,1023,1749,2044] by traversing from start to finish the following output is given:84,201,267,112,1023,2044,1749,273What type of transversal was used?
"
552,552,552,52.0,0.2029000073671341,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
553,553,553,36.0,0.2029000073671341,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'efficient', 'unstable', 'sort', 'algorithm', 'base', 'time']","Which of the following is the most efficient unstable sorting algorithm based on time complexity?
"
554,554,554,36.0,0.14030000567436218,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'stable', 'sorting', 'method']","Which of the following is a stable sorting method?
"
555,555,555,36.0,0.06360000371932982,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['carey_rule', 'sort']","Which one of these is one of Carey's rules of sorting
"
556,556,556,12.0,0.06360000371932982,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['carey_rule', 'sort']","Which one of these is one of Carey's rules of sorting
"
557,557,557,12.0,0.14509999752044678,"hash, table, bucket, open, insert, close, key, function, slot, closed","['calculate', 'for', 'hash', 'table']","How do you calculate the load factor for a Hash Table
"
558,558,558,23.0,0.14509999752044678,"hash, table, bucket, open, insert, close, key, function, slot, closed","['calculate', 'for', 'hash', 'table']","How do you calculate the load factor for a Hash Table
"
559,559,559,23.0,0.15309999883174896,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['singly', 'link', 'list']","What are singly linked lists?
"
560,560,560,25.0,0.21969999372959134,"hash, table, bucket, open, insert, close, key, function, slot, closed","['remove', 'item', 'issue', 'close', 'hash', 'table', 'utilise', 'linear_probe', 'handle', 'collision']","Why is removing an item an issue in closed hash tables that utilised linear probing to handle collisions?
"
561,561,561,23.0,0.11190000176429747,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['statement', 'true']","Which ONE statement out of these are true?
"
562,562,562,24.0,0.1873999983072281,"hash, table, bucket, open, insert, close, key, function, slot, closed","['purpose', 'linear_probing', 'hash', 'table']","What is the purpose of linear probing in hash tables?
"
563,563,563,23.0,0.13459999859333038,"hash, table, bucket, open, insert, close, key, function, slot, closed","['right', 'description', 'for', 'load', 'hash', 'table']","Which of these is the right description for the load of a hash table?
"
564,564,564,23.0,0.10329999774694444,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'property']","Which of the following is not a property of the Upper Bound O(n)?
"
565,565,565,35.0,0.15410000085830688,"tree, binary, node, avl, search, child, root, follow, height, leaf","['would', 'correctly', 'balance', 'binary', 'avl', 'tree', 'consist', 'value']","Which of these would be a correctly balanced, binary, AVL tree consisting of the values [84,112,201,267,273,1023,1749,2044]?
"
566,566,566,29.0,0.19140000641345975,"for, time, complexity, search, runtime, function, none, follow, correct, give","['follow', 'correct', 'time', 'complexity', 'for', 'follow', 'sort', 'algorithm']","Which of the following has the correct time complexities for the following sorting algorithms.
"
567,567,567,36.0,0.07370000332593918,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['follow', 'scenario', 'would', 'adjacency', 'list']","Which of the following scenarios would use an adjacency matrix over an adjacency list?
"
568,568,568,18.0,0.1623000055551529,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'best', 'describe', 'doubly', 'link', 'list']","Which of the following best describes a doubly linked list?
"
569,569,569,6.0,0.13850000500679016,"for, time, complexity, search, runtime, function, none, follow, correct, give","['big', 'omega', 'mean', 'use', 'for', 'estimate', 'complexity', 'run', 'time', 'instruction', 'require']","When are O(Big-Oh), ?(Big-Theta), and O(Big-Omega), meant to be used for estimating complexity/run times/instructions required?
"
570,570,570,48.0,0.15960000455379486,"hash, table, bucket, open, insert, close, key, function, slot, closed","['type', 'hash', 'table', 'linear_probing', 'use']","In what type of hash table is linear probing used?
"
571,571,571,23.0,0.11190000176429747,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'unstable']","Which of these sorts is unstable?
"
572,572,572,36.0,0.15299999713897705,"tree, binary, node, avl, search, child, root, follow, height, leaf","['for', 'follow', 'avl', 'tree', 'tree', 'result', 'add', 'string']","for the following AVL tree, what tree will be the result of adding the string ""10"" 5 / \ 2 7 / \ / \ 0 3 6 9
"
573,573,573,2.0,0.14830000698566434,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'true', 'for', 'open', 'hash', 'table']","Which of the following is NOT true for an open hash table:
"
574,574,574,23.0,0.10589999705553056,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['definition', 'direct', 'graph']","Which of these is the definition of a directed graph?
"
575,575,575,0.0,0.1851000040769577,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'table', 'slot', 'number', 'element', 'store', 'hash', 'table', 'currently', 'average', 'number', 'step', 'need', 'find', 'element']","There is a closed hash table with 120 slots, the number of elements stored in this hash table currently is 90.What is the average number of steps needed to find an element?
"
576,576,576,23.0,0.1800999939441681,"for, time, complexity, search, runtime, function, none, follow, correct, give","['complexity', 'for', 'intree', 'method', 'for', 'binary', 'avl', 'tree', 'height', 'layer']","What is the worstcase complexity for the ""inTree"" method for a binary AVL tree with height of m layers?
"
577,577,577,35.0,0.20280000567436215,"int, if, for, while, return, follow, code, mean, sum, new","['complexity', 'follow', 'algorithmfor', 'int', 'for', 'int', 'dothething']","What is the complexity of the following algorithm?for (int i=0; i<n; i++){ for (int j=1; j<n; j=j*2){ doTheThing; }}
"
578,578,578,35.0,0.15289999544620514,"tree, binary, node, avl, search, child, root, follow, height, leaf","['valid', 'avl', 'tree']","Which of these IS a valid AVL Tree?
"
579,579,579,2.0,0.10189999639987946,"datum, structure, data, space, implement, possible, memory, store, work, for","['follow', 'statement', 'datum', 'structure', 'false']","Which of the following statements about linear data structures is FALSE?
"
580,580,580,25.0,0.1055999994277954,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['for', 'direct', 'graph']","What is the adjacency matrix for this directed graph?
"
581,581,581,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'algorithm']","What is the definition of a stable sorting algorithm?
"
582,582,582,36.0,0.15320000052452087,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stable', 'sort', 'algorithm']","What is the definition of a stable sorting algorithm?
"
583,583,583,36.0,0.11829999834299088,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'performance', 'for', 'insertion']","What is the average performance for insertion sort?
"
584,584,584,29.0,0.17669999599456787,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'selection', 'sort', 'time', 'complexity', 'for', 'unsorte', 'set', 'data', 'time', 'complexity', 'selection', 'sort', 'for', 'sorted', 'set', 'datum']","Given that selection sort has a time complexity of O(n^2) for an unsorted set of data, what is the time complexity of selection sort for a sorted set of data?
"
585,585,585,29.0,0.1647000014781952,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'best', 'describe', 'full', 'binary', 'tree']","Which of the following best describes a full binary tree?
"
586,586,586,17.0,0.15309999883174896,"hash, table, bucket, open, insert, close, key, function, slot, closed","['collision', 'hash', 'table']","A collision in a hash table is:
"
587,587,587,23.0,0.2069000005722046,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'complexity', 'quick', 'sort', 'scenario', 'occur']","What is the worst case complexity of quick sort and in what scenario will this occur?
"
588,588,588,12.0,0.10350000113248824,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'for', 'traversal', 'binary', 'tree', 'element']","What is the order for traversal of a binary tree with n elements?
"
589,589,589,36.0,0.21150000393390656,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['case', 'run', 'time', 'complexity', 'merge', 'sort']","What is the wprst case run time complexity of merge sort?
"
590,590,590,17.0,0.1979999989271164,"right, leave, node, process, sub, current, subtree, describe, differ, left","['type', 'binary', 'tree', 'traversal', 'process', 'describe', 'step', 'traverse', 'leave', 'subtreestep', 'traverse', 'right', 'subtreestep', 'visit', 'root']","What type of binary tree traversal does this process describe?:Step 1. Traverse the left subtreeStep 2. Traverse the right subtreeStep 3. Visit the root
"
591,591,591,17.0,0.14740000665187836,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['follow', 'statement', 'true']","Which of the following statements are true?:
"
592,592,592,36.0,0.24699999392032626,"for, time, complexity, search, runtime, function, none, follow, correct, give","['type', 'search', 'sequential', 'search', 'check', 'element', 'list', 'match', 'find', 'whole', 'list', 'search', 'describe', 'search', 'algorithm']","""In this type of search, a sequential search checks each element of a list, one by one, until a match is found or the whole list has been searched""Describes which searching algorithm?
"
593,593,593,29.0,0.13210000097751615,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'final', 'value', 'algorithmint', 'for', 'for']","Given n = 4, what is the final value of k in the below algorithm.int k = 0;for (int i=0; i<n; i++){ for (int j=n; j>0; j=j/2){ k++; }}
"
594,594,594,29.0,0.13019999861717224,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['different', 'algorithm', 'accomplish', 'give', 'task', 'algorithm', 'run', 'run', 'time', 'maximum', 'value', 'algorithm', 'time', 'use']","You have two different algorithms to accomplish a given task. One algorithm runs in time 2nand another runs in 500 time. The maximum value of n in the algorithm is 10. What run time should be used?
"
595,595,595,36.0,0.1128999963402748,"choose, log, type, small, wrong, memory, requirement, meet, back, book","['efficient', 'type', 'number', 'choose', 'decide', 'size', 'hash', 'table']","What is the most efficient type of number to choose when decided on the size of a hash table?
"
596,596,596,29.0,0.2038999944925308,"for, time, complexity, search, runtime, function, none, follow, correct, give","['give', 'final', 'value', 'algorithm', 'run', 'time', 'complexity', 'call', 'oint', 'for', 'for']","Given n = 5, what will be the final value of k in the algorithm below & what is it's run time complexity, which we'll call O?int k = 0;for (int i=0; i<n; i++){ for (int j=i; j<n; j++){ k = k++; }}
"
597,597,597,29.0,0.1445000022649765,"tree, binary, node, avl, search, child, root, follow, height, leaf","['rough', 'value', 'bound', 'maximum', 'height', 'avl', 'tree']","What rough value bounds the maximum height of an AVL tree
"
598,598,598,2.0,0.2296999990940094,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'answer', 'describe', 'correct', 'process', 'collision', 'handling', 'close', 'hash', 'table', 'linear_probing']","Which of the following answers describes the correct process of collision handling in a closed hash table with linear probing?
"
599,599,599,23.0,0.17030000686645508,"int, if, for, while, return, follow, code, mean, sum, new","['complexity', 'follow', 'codeint', 'int', 'count', 'for', 'for', 'count', 'return', 'count']","What is the complexity of the following code?int f( int n, int m) { int count = 0; for (int i = n; i > 0; i--) { for (int j = 0; j < m; j = j + 2) { count++; } } return count;}
"
600,600,600,35.0,0.0908999964594841,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['follow', 'statement', 'false']","Which of the following statements is false?
"
601,601,601,36.0,0.094200000166893,"hash, table, bucket, open, insert, close, key, function, slot, closed","['formula', 'provide', 'theload', 'factor', 'hash', 'table']","Which of these formulas will provide theload factor of a hash table?
"
602,602,602,23.0,0.19840000569820404,"hash, table, bucket, open, insert, close, key, function, slot, closed","['difference', 'open', 'closed', 'hash', 'table']","What's the difference between an open and closed hash table?
"
603,603,603,23.0,0.07320000231266023,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'runtime', 'list']","What is the average runtime of Skip List?
"
604,604,604,2.0,0.21559999883174896,"tree, binary, node, avl, search, child, root, follow, height, leaf","['implement', 'binary', 'search', 'tree', 'bst', 'follow', 'statement', 'true', 'bst']","I am implementing a Binary Search Tree (BST). Which of the following statements do not have to be true about my BST?
"
605,605,605,2.0,0.09769999980926514,"datum, structure, data, space, implement, possible, memory, store, work, for","['sort', 'theworst', 'space', 'efficiency']","Which of these sorting algorithms has theworst space efficiency?
"
606,606,606,36.0,0.10140000283718108,"for, time, complexity, search, runtime, function, none, follow, correct, give","['transitivity', 'term', 'time', 'complexity']","What is transitivity? In terms of time complexity.
"
607,607,607,29.0,0.1242000013589859,"tree, binary, node, avl, search, child, root, follow, height, leaf","['add', 'new', 'node', 'follow', 'order', 'tree', 'insertion', 'find', 'value', 'node', 'base']","Add new nodes with the following datas in order : 50, 76, 21, 4, 32, 100, 64, 52, use the tree insertion algorithm, find out the value which the node based on.
"
608,608,608,2.0,0.12809999287128448,"tree, binary, node, avl, search, child, root, follow, height, leaf","['depth', 'first', 'search', 'equivalent', 'traversal', 'binary', 'tree']","Depth First Search is equivalent to which of the traversal in the Binary Trees?
"
609,609,609,52.0,0.1437000036239624,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['average', 'runtime', 'complexity', 'array', 'list', 'add', 'operation', 'if', 'resize', 'double', 'array', 'size']","What is the average runtime complexity of an Array list's add operation? (if resize doubles array size)
"
610,610,610,23.0,0.3287000060081482,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'advantage', 'use', 'open', 'hash', 'table', 'close', 'hash', 'table']","Which of the following is NOT an advantage of using open hash table over closed hash table.
"
611,611,611,23.0,0.06629999727010727,"true, statement, big, follow, planation, factor, notation, position, rule, omega",['statement'],"Which statement is false?
"
612,612,612,36.0,0.13269999623298645,"pointer, ascend, head, update, define, temp, part, divisible, four_five, withelement","['tree', 'equivalent', 'link', 'list', 'head', 'pointer']","What is the tree equivalent of a linked-list 'head' pointer?
"
613,613,613,2.0,0.1243000030517578,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['operation', 'low', 'average', 'runtime', 'complexity', 'singly', 'link', 'list']","What operation has the lowest average runtime complexity in a singly linked list.
"
614,614,614,25.0,0.10119999945163727,"tree, binary, node, avl, search, child, root, follow, height, leaf","['traversal', 'binary', 'tree']","1, 3, 7, 8, 9, 11 is a _________ traversal of this binary tree.
"
