,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
1206,1206,2,0.343199998,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'tree', 'avl', 'tree', 'noan', 'avl', 'tree', 'self', 'balance', 'binary', 'search', 'tree', 'balance', 'factor', 'node', 'define']","Is the following tree an AVL Tree
"
1207,1207,52,0.169,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['see', 'unbalanced', 'tree', 'tree', 'balance', 'right', 'left', 'case', 'output', 'if', 'newly', 'balance', 'tree', 'use', 'order', 'traversal']","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3The tree is balanced with the Right Left case, what is the output if we traverse the newly balanced tree using in order traversal?
"
1208,1208,36,0.167899996,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['let', 'time', 'taken', 'heap', 'sort', 'number', 'element', 'sort', 'follow', 'true', 'iso', 'nlog']","Let the time taken to execute a heap sort be T(n) (where n is the number of elements to be sorted).Which of the following is true?
"
1209,1209,38,0.172600001,"datum, structure, data, space, implement, possible, memory, store, work, for","['adaptation', 'would', 'allow', 'long', 'path', 'find', 'use', 'djikstra', 'algorithm', 'multiply', 'weight', 'take', 'maximum', 'weight', 'away', 'weight', 'take', 'weight', 'away', 'maximum', 'cost', 'reciprocate', 'weight']","Which of these adaptations would not allow the longest path to be found using Djikstra's algorithm?
"
1210,1210,52,0.4296,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'generate', 'output', 'follow', 'tree', 'post', 'order', 'traversal', 'level', 'order', 'traversal', 'post', 'order', 'traversal', 'order']","What tree traversal is generates the output: 75, 63, 83, 34, 65, 91, 23, 38, 90, 94 from the following tree:
"
1211,1211,52,0.269899994,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'cryptographic', 'tool', 'collision', 'resistance', 'pre', 'pre', 'pre']","Which one of the following is NOT a cryptographic tool?
"
1212,1212,40,0.060400002,"number, find, take, step, item, average, many, give, second, if",['calculate'],"Calculate the value of Dijkstra(A) from A to D
"
1213,1213,36,0.3486,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'good', 'fit', 'description', 'stableb', 'case', 'average', 'case', 'bad', 'case', 'quick', 'sort', 'pigeonhole', 'sort', 'bubble', 'sort']","Which sorting algorithm best fits this description:StableBest case: (n2)Average case: (n2)Worst case: (n2)
"
1214,1214,40,0.314399987,"number, find, take, step, item, average, many, give, second, if","['take', 'second', 'run', 'long', 'take', 'run', 'second', 'second', 'second', 'second', 'second']","An algorithm of complexity ?(2^n) takes 2 seconds to run at n=4. How long will it take to run at n=10?
"
1215,1215,36,0.136399999,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['bad', 'case', 'time', 'week', 'slide']","What is the worst case time complexity of a heap sort (2019 week 7a slide 5)
"
1216,1216,2,0.238399997,"tree, binary, node, avl, search, child, root, follow, height, leaf","['statement', 'always', 'true', 'for', 'height', 'balanced', 'binary', 'tree', 'difference', 'depth', 'leave', 'for', 'node', 'number', 'inner', 'node', 'leave', 'sub', 'tree', 'number', 'inner', 'node', 'right', 'sub', 'tree', 'differ', 'leave', 'if', 'height', 'tree', 'leave', 'if', 'height', 'tree']","Which statement is always true for a height-balanced binary tree?
"
1217,1217,2,0.139500007,"tree, binary, node, avl, search, child, root, follow, height, leaf","['tree', 'usage', 'for', 'database', 'tree', 'hierarchical', 'index', 'minimise', 'number', 'read', 'tree', 'keep', 'index', 'balance', 'recursive', 'algorithm', 'leaf', 'node', 'size', 'tree', 'keep', 'key', 'sort', 'order', 'allow', 'for', 'faster', 'sequential', 'traverse']","Whichisn'tan advantage of B-tree usage for databases?
"
1218,1218,35,0.158399999,"int, if, for, while, return, follow, code, mean, sum, new","['time', 'follow', 'function', 'int', 'int', 'int', 'count', 'for', 'for', 'count']","What is the time complexity of the following function:int f(int n){ int count = 0; for(int i = 0; i<=n; i++){ for(int j = i; j>0; i++){ j/=2; count++; } } return count;}
"
1219,1219,23,0.278699994,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'open', 'hash', 'table', 'bucket', 'hash', 'function', 'would', 'table', 'look_like', 'insert', 'follow', 'element', 'order']","Consider an Open Hash Table with 7 buckets and hash function h(x) = 3x % 7. What would the table look like after inserting the following elements: 8,3,15,22,9 in that order?
"
1220,1220,52,0.281599998,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['see', 'unbalanced', 'tree', 'correct', 'case', 'for', 'balance', 'output', 'if', 'traverse', 'tree', 'use', 'post', 'order', 'traversal', 'right', 'leave', 'caseoutput', 'leave', 'left', 'caseoutput', 'right', 'left', 'caseoutput', 'leave', 'right', 'caseoutput', 'leave', 'right', 'caseoutput']","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3What is the correct case for balancing and what is the output if we traverse the tree using post order traversal?
"
1221,1221,40,0.252400011,"number, find, take, step, item, average, many, give, second, if","['if', 'order', 'sqrt', 'take', 'second', 'run', 'expect', 'time', 'for', 'second', 'second', 'second', 'second', 'second']","If an algorithm of order O( sqrt(n) ) takes 4 seconds to run at n = 50, what is the expected time for n = 200?
"
1222,1222,25,0.131500006,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['bad', 'case', 'time', 'complexity', 'high', 'average', 'casekey', 'objecti', 'index', 'get', 'add', 'insert', 'remove', 'find', 'for', 'unsorted', 'array']","Which array function has a worst case time complexity which is higher than its average case?Key:o = objecti = index
"
1223,1223,6,0.371699989,"node, next, previous, constant, object, pointerthe, follow, private, nodenext, head","['information', 'update', 'singly', 'link', 'list', 'next', 'pointer', 'previous', 'previous', 'pointer', 'new', 'next', 'pointer', 'node', 'next', 'pointer', 'previous', 'element', 'previous', 'next', 'pointer', 'node', 'next', 'pointer', 'previous', 'next', 'pointer', 'node', 'next', 'pointer', 'previous', 'previous', 'pointer', 'new', 'next', 'pointer', 'new', 'previous', 'pointer', 'next']","What information is updated when you insert a node into a singly linked list?
"
1224,1224,36,0.262800008,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['mean', 'sort', 'stable', 'sort', 'always', 'take', 'amount', 'time', 'for', 'amount', 'datum', 'sort', 'time', 'complexity', 'sort', 'take', 'initial', 'order', 'datum', 'account', 'sort', 'sort', 'use', 'minimum', 'amount', 'swap', 'possible']","What is meant by a sorting algorithm being 'stable'?
"
1225,1225,2,0.353700012,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'tree', 'balanced', 'avl', 'binary', 'tree', 'true', 'false', 'true', 'false', 'planation', 'tree', 'satisfie', 'requirement', 'balanced', 'avl', 'binary', 'tree', 'see', 'lecture', 'slide', 'week', 'tree', 'gs', 'tree']","The following tree is a balanced AVL binary tree. True or False? 98 / \ 12 101 / \ \ 9 31 102 / \3 10
"
1226,1226,47,0.0612,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['represent', 'week', 'sort']","Does this array represent a valid min heap?[3, 10, 6, 17, 43, 50, 8]
"
1227,1227,23,0.197400004,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'closed', 'hash', 'table', 'index', 'insert', 'follow', 'data', 'value', 'occupy', 'place', 'index']","Consider a closed hash table where h(x) = x% 8 where the index is 0 through 7. When inserting the following data, which value occupies the place indexed 4?27, 145, 87, 45, 23, 56, 79, 135
"
1228,1228,52,0.122299999,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'use', 'traversal', 'graph', 'printing', 'visit', 'none']","What is the result of using a breadth first traversal on this graph, printing every node visited?
"
1229,1229,36,0.451400012,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'statement', 'true', 'merge', 'sort', 'always', 'fast', 'insertion', 'sort', 'bad', 'average', 'case', 'time', 'complexity', 'for', 'quick', 'sort', 'good', 'average', 'bad', 'case', 'time', 'complexity', 'for', 'selection', 'sort', 'bad', 'case', 'time', 'complexity', 'for']","Which of the following statements is true?
"
1230,1230,23,0.328200012,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'function', 'slot', 'element', 'insert', 'hash', 'table', 'slot', 'respectively']","A closed hash function h(x) = x%13 has slots 0 through to 12. When the elements (2, 55, 4, 26, 11, 14, 37, 30, 43, 40, 44, 6, 23) are inserted into the Hash table, in what slots are 43, 6 and 44 respectively?
"
1231,1231,52,0.176499993,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'correct', 'for', 'sequence', 'belowin', 'order', 'epre', 'order']","Which binary tree is correct for the sequences below?In-order : B, A, D, C, Epre-order : A, B, C, D, E
"
1232,1232,36,0.412099987,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'best', 'average', 'bad', 'time', 'complexity', 'matter', 'datum', 'bubble', 'sort', 'quick', 'sort', 'merge', 'sort']","Which of the following sorting algorithms has the same best, average and worst time complexity (no matter what the data is)
"
1233,1233,2,0.101999998,"tree, binary, node, avl, search, child, root, follow, height, leaf","['avl', 'tree', 'unbalanced', 'case']","This AVL Tree is unbalanced, which case is it in? 10 / \ / \ 5 15 / \ / \ 1 7 / / 6
"
1234,1234,0,0.0167,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is the result of ?(n2)+?(n)?
"
1235,1235,17,0.289000005,"right, leave, node, process, sub, current, subtree, describe, differ, left","['tree', 'number', 'key', 'indicate', 'separation', 'child', 'node', 'internal', 'node', 'tree', 'key', 'use', 'say', 'follow', 'statement', 'correct', 'far', 'left', 'subtree', 'value', 'less', 'far', 'right', 'subtree', 'value', 'great', 'far', 'left', 'subtree', 'value', 'less', 'far', 'right', 'subtree', 'value', 'less', 'far', 'left', 'subtree', 'value', 'great', 'far', 'right', 'subtree', 'value', 'great', 'far', 'left', 'subtree', 'value', 'great', 'far', 'right', 'subtree', 'value', 'less']","In an internal node of a 2-3 B-tree, the number of keys will indicate the separation of subtrees.For 3 child nodes of an internal node of this 2-3 B-Tree, 2 keys will be used, say X1 and X2.Which of the following statements, is correct?
"
1236,1236,52,0.197099999,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'correct', 'post', 'order', 'traversal', 'binary', 'tree', 'show']","Which of the following is the correct post-order traversal of the binary tree shown below? 2 / \ 31 14 / \ / \12 7 25 16
"
1237,1237,25,0.499199986,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['suppose', 'store', 'element', 'array', 'list', 'singly', 'link', 'list', 'probabilistic', 'skip', 'list', 'follow', 'statement', 'false', 'link', 'list', 'fast', 'array', 'list', 'insert', 'element', 'position', 'list', 'list', 'bad', 'case', 'get', 'element', 'link', 'list', 'fast', 'array', 'list', 'get', 'element', 'list', 'none']","Suppose we store 50 elements in an Array List, a Singly Linked List and a Probabilistic Skip List. Which of the following statements is false?
"
1238,1238,52,0.27759999,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'statement', 'follow', 'function', 'follow', 'statement', 'correct', 'order', 'order', 'order', 'least', 'order', 'order', 'order', 'order', 'exactly', 'none', 'correct']","Consider the following statements about the following functions: , , and .Which one of the following statements is correct?
"
1239,1239,17,0.271600008,"right, leave, node, process, sub, current, subtree, describe, differ, left","['describe', 'follow', 'step', 'process', 'node', 'leave', 'subtree', 'process', 'node', 'subtree', 'process', 'current', 'node', 'pre', 'order', 'traversal', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order']","Which type of traversal is described by the following steps?1. process the nodes in the left subtree2. process the nodes in the right subtree3. process the current node
"
1240,1240,25,0.105800003,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['consider', 'follow', 'array', 'apply', 'array', 'sort', 'order', 'iteration', 'none']","Consider the following array[53, 165, 202, 129, 32, 85, 98, 177, 195, 71]A Shellsort algorithm is applied. In the first iteration of the array, a '5-sort' is performed.What is the order of the array after this first iteration?
"
1241,1241,29,0.174500003,"for, time, complexity, search, runtime, function, none, follow, correct, give","['average', 'time', 'complexity', 'for', 'quicksort']","What is the average Big Theta time complexity for Quicksort?
"
1242,1242,2,0.160500005,"tree, binary, node, avl, search, child, root, follow, height, leaf","['consider', 'maximum', 'height', 'perfectly_balanced', 'search', 'tree', 'log', 'log']","What is considered a maximum height of a perfectly balanced search tree?
"
1243,1243,47,0.1228,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['store', 'would', 'show', 'vertex', 'exactly', 'multiply', 'inverse', 'multiply', 'multiplying', 'twice']","With a graph stored as an adjacency matrix, which of these would show you which vertices are exactly two edges apart?
"
1244,1244,29,0.298599988,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'asymptotic', 'time', 'complexity', 'for', 'for', 'for', 'none']","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
"
1245,1245,29,0.298599988,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'asymptotic', 'time', 'complexity', 'for', 'for', 'for', 'none']","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
"
1246,1246,2,0.304100007,"tree, binary, node, avl, search, child, root, follow, height, leaf","['binary', 'tree', 'would', 'suggest', 'consider', 'datum', 'call', 'binary', 'tree', 'less', 'equal', 'datum', 'binary', 'tree', 'also', 'consider', 'complete', 'datum', 'node', 'call', 'binary', 'tree', 'less', 'equal', 'datum', 'child', 'node', 'call', 'binary', 'tree', 'less', 'datum', 'binary', 'tree', 'also', 'consider', 'complete', 'datum', 'node', 'call', 'binary', 'tree', 'less', 'datum', 'child']","What characteristics of a binary tree would suggest that it is considered min-heap?
"
1247,1247,25,0.194800004,"list, link, array, false, follow, remove, insert, faster, doubly, statement","['make', 'xor', 'memory', 'efficient', 'doubly', 'link', 'list', 'different', 'standard', 'doubly', 'link', 'list', 'node', 'contain', 'pointer', 'reduce', 'memory', 'use', 'node', 'pointer', 'use', 'bitwise', 'exclusive', 'combination', 'previous', 'next', 'pointer', 'for', 'node', 'allow', 'forward', 'traversal', 'node', 'use', 'single', 'pointer', 'use', 'bitwise', 'operation', 'previous', 'next', 'address', 'stack', 'maintain', 'for', 'previously', 'visit', 'node', 'singly', 'link', 'list', 'allow', 'forward', 'traversal', 'none']","What makes an XOR or memory-efficient doubly-linked list different from a standard doubly-linked list?
"
1248,1248,36,0.196500003,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['link', 'list', 'operation', 'best', 'average', 'bad', 'case', 'time', 'complexity', 'get', 'add', 'insert', 'remove']","Which of these Linked List operations has a best, average and worst case time complexity of O(1)?
"
1249,1249,30,0.102200001,"true, statement, big, follow, planation, factor, notation, position, rule, omega","['let', 'complexity', 'big', 'notation']","Let , . What is the complexity in big O notation of ?
"
1250,1250,0,0.0167,"vertex, edge, graph, change, show, matrix, also, if, formula, name",[],"What is 16^71 mod 71?16^71 = x mod71.x=?
"
1251,1251,36,0.249500006,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'bad', 'case', 'time', 'complexity', 'quick']","Which of the following is the worst case time complexity of quick sort?
"
1252,1252,52,0.228400007,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'if', 'post', 'order', 'would', 'output']","Given the following tree, if we were to use post order traversal, what would the output be? Declan / \ Beth Finola / \ / \ Alex Corrie Emma Georgia
"
1253,1253,23,0.322299987,"hash, table, bucket, open, insert, close, key, function, slot, closed","['hash', 'table', 'call', 'element', 'would', 'assign', 'bucket', 'give', 'hash', 'function', 'competition', 'crash', 'collision', 'clash', 'smash']","In a hash table, what is it called when 2 or more elements would be assigned to the same bucket given their hash function?
"
1254,1254,40,0.262899995,"number, find, take, step, item, average, many, give, second, if","['take', 'second', 'run', 'input', 'take', 'second', 'run', 'input', 'if', 'input', 'long', 'likely', 'take', 'none']","An algorithm takes 3 seconds to run with an input n = 10 and it takes 81 seconds to run with an input n = 30. If we run the algorithm with an input of n = 100, how long is it most likely to take?
"
1255,1255,6,0.281100005,"node, next, previous, constant, object, pointerthe, follow, private, nodenext, head","['field', 'store', 'node', 'doubly', 'link', 'list', 'link', 'field', 'datum', 'field', 'pointer', 'next', 'node', 'pointer', 'previous', 'node', 'element', 'node', 'link', 'field', 'datum', 'field', 'pointer', 'next', 'node', 'element', 'node', 'datum', 'field', 'element', 'node', 'link', 'field', 'pointer', 'next', 'node', 'pointer', 'previous', 'node', 'link', 'field', 'pointer', 'previous', 'node']","What fields are stored in the nodes of a doubly linked list?
"
1256,1256,26,0.196799994,"pass, send, initial, replace, message, public_key, alice, necessary, publish, generate","['want', 'send', 'message', 'kk', 'slider', 'use', 'public_key', 'make']","Tom Nook wants to send a message to KK Slider using RSA encryption. What is the Public Key made of?p = a prime numberq = a prime numbern = pqe = a small exponent, where 1 < e < (p - 1)(q - 1)
"
1257,1257,36,0.252900004,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['good', 'case', 'time', 'complexity', 'insertion', 'sort']","What is the best case time complexity of insertion sort?
"
1258,1258,2,0.198200002,"tree, binary, node, avl, search, child, root, follow, height, leaf","['disadvantage', 'implement', 'binary', 'tree', 'use', 'normal', 'array', 'difficulty', 'find', 'parent', 'difficult', 'implement', 'difficulty', 'know', 'child', 'node', 'node', 'none']","What is/are the disadvantages of implementing Binary tree using normal arrays?
"
1259,1259,39,0.119499996,"run, large, fast, term, quicksort, exact, record, partition, question, information","['follow', 'desirable', 'fast', 'runtime', 'for', 'large', 'log', 'log']","Which of the following has the most desirable runtime?i.e which will be the fastest runtime for large n?
"
1260,1260,31,0.155200005,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['use', 'selection', 'sort', 'sort', 'lowest', 'high', 'following', 'list', 'iteration']","Using selection sort and sorting from lowest to highest, what will the following list look like after 3 iterations?[50,35,79,63,24,90,101,143,256,3]
"
1261,1261,29,0.171200007,"for, time, complexity, search, runtime, function, none, follow, correct, give","['for', 'array', 'list', 'size', 'best', 'bad', 'average', 'runtime', 'complexity', 'for', 'operation', 'none']","For an array list of size n what are the best, worst and average runtime complexities for each of it's operations?
"
1262,1262,36,0.456800014,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['runtime', 'binary', 'search', 'tree', 'search', 'average', 'log', 'best', 'bad', 'average', 'good', 'log', 'bad', 'average', 'log', 'good', 'log', 'bad', 'average', 'best', 'bad', 'log', 'average', 'best', 'bad']","What is the runtime of a Binary Search Tree Search?
"
1263,1263,2,0.220899999,"tree, binary, node, avl, search, child, root, follow, height, leaf","['if', 'binary', 'tree', 'label', 'complete', 'binary', 'tree', 'complete', 'binary', 'tree']","Which, if any, of the Binary Trees labelled A-H is a complete binary tree?
"
1264,1264,36,0.214000002,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'slow', 'insertion', 'sort', 'merge', 'none']","Which of the followingO(n logn)sorting algorithm is the slowest ?
"
1265,1265,52,0.290100008,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['processing', 'follow', 'tree', 'post', 'order', 'give', 'outcome', 'dfgbeca']","Processing the following tree in post-order gives which outcome?
"
1266,1266,2,0.202399999,"tree, binary, node, avl, search, child, root, follow, height, leaf","['need', 'rotate', 'follow', 'avl', 'tree', 'become', 'balanced']","Which node needs to be rotated in the following AVL tree to become balanced: 25 / \ 20 30 / \ \10 22 40 \ 50
"
1267,1267,36,0.286500007,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['stand', 'bad', 'configuration', 'must', 'order', 'sven', 'go', 'adventure', 'sort', 'sort', 'least', 'amount', 'time', 'quicksort', 'merge', 'insertion', 'sort', 'bubble', 'sort', 'selection', 'sort']","Kristoff has 9823598273 reindeer. The reindeer are stood in the worst configuration. He must order his reindeer before he and Sven can go on an adventure, which sort should he use to sort them in the least amount of time?
"
1268,1268,13,0.137700006,"low, require, many, swap, perform, static, hard, partition, growth_rate, sortbubble","['consider', 'array', 'use', 'bubble', 'sort', 'many', 'pass', 'array', 'require', 'sort', 'low', 'highestnote', 'include', 'final', 'pass', 'confirm', 'correct', 'order']","Consider the array: 4, 1, 3, 2, 5.Using Bubble sort, how many passes through the array are required to sort it from lowest to highest?Note: not including a final pass to confirm correct order.
"
1269,1269,29,0.287999988,"for, time, complexity, search, runtime, function, none, follow, correct, give","['consider', 'follow', 'time', 'complexity', 'for', 'input', 'asymptotic', 'time', 'complexity', 'function']","Consider an algorithm with the following time complexity for an input n:What is the asymptotic time complexity of this function?
"
1270,1270,56,0.248099998,"consider, total, first, call, line, nee, decide, xtotal, via, organise","['ash', 'decide', 'organise', 'pokemon', 'tree', 'tree', 'traversal', 'first', 'line', 'caterpie', 'last', 'bulbasaur', 'preorder', 'level', 'order']","Ash decides to organise his Pokemon in a tree. Which tree traversal should he use such that Charizard is first in line and Caterpie is last? Bulbasaur / \ Pikachu Caterpie / \ Charizard Pidgeotto
"
1271,1271,56,0.107100002,"consider, total, first, call, line, nee, decide, xtotal, via, organise","['consider', 'divide', 'consider']","What kind of algorithm is a Merge sort considered to be?
"
1272,1272,50,0.169400007,"element, add, index, end, move, place, ie, first, assume, contain","['represent', 'correct', 'correct', 'start', 'large', 'element', 'heap', 'root', 'give', 'element', 'index', 'position', 'child', 'index', 'position', 'parent', 'index', 'position', 'floor', 'sort', 'tree']","Does the array below represent a correct max heap?[1,7,13,16,21,28,35,33,29,26,20,14,3]
"
1273,1273,23,0.117899999,"hash, table, bucket, open, insert, close, key, function, slot, closed","['hash', 'mean', 'array', 'bucket', 'needtrue', 'false', 'true', 'false', 'planation', 'mean', 'maximum', 'total', 'number', 'bucket', 'fill', 'therefore', 'least', 'unfilled', 'bucket', 'need']","In Hash Tables, a load factor of 0.45 means that your array has 45% more buckets than you need.True or False?
"
1274,1274,52,0.183200002,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'use', 'output', 'follow', 'tree', 'level', 'order', 'inorder']","What tree traversal is used to output: 666, 8, 1, 96, 6000000from the following tree: 666 / \ 8 6000000 / \ 1 96
"
1275,1275,6,0.230700001,"node, next, previous, constant, object, pointerthe, follow, private, nodenext, head","['singly', 'link', 'list', 'element', 'current', 'node', 'pointer', 'previous', 'node', 'pointer', 'next', 'node', 'pointer', 'previous', 'node', 'element', 'node', 'pointer', 'next', 'element', 'current', 'node', 'pointer', 'next', 'node', 'pointer', 'previous', 'node']","What is stored in each node of a singly linked list?
"
1276,1276,47,0.258100003,"represent, graph, follow, exactly, apply, way, direct, give, distance, path","['for', 'graph', 'follow', 'path', 'length', 'traversable', 'way', 'length', 'node']","For the graph with the following path lengths, which are traversable both ways:A<->B 2A<->C 3B<->C 6B<->E 4C<->D 8D<->E 2D<->F 1E<->F 4What is the length of the shortest path between Nodes A and F?
"
1277,1277,2,0.308400005,"tree, binary, node, avl, search, child, root, follow, height, leaf","['give', 'follow', 'integer', 'binary', 'search', 'tree', 'new', 'element', 'insert', 'orderfor', 'new', 'element', 'node', 'new', 'element', 'child', 'offor', 'example', 'would', 'mean', 'child', 'child', 'child', 'none']","Given the following integer binary search tree, three new elements 12, 8 and 5 are inserted in that order.For each new element which node is each of the new elements a child of?For example, ""4, 49, 2"" would mean that 12 is a child of 4, 8 is a child of 49 and 5 is a child of 2.
"
1278,1278,2,0.363099992,"tree, binary, node, avl, search, child, root, follow, height, leaf","['follow', 'avl', 'tree', 'true', 'balanced', 'avl', 'tree', 'average', 'search', 'complexity', 'avl', 'tree', 'log', 'possible', 'remove', 'item', 'avl', 'tree', 'balanced', 'avl', 'tree', 'bad', 'case', 'insert', 'complexity', 'avl', 'tree', 'log']","Which of the following about AVL trees is not true?
"
1279,1279,36,0.456800014,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'fastest', 'good', 'case', 'time', 'complexity', 'insertion', 'sort', 'merge', 'selection', 'sort', 'shell', 'sort', 'quick', 'sort']","Which of the following sorting algorithms has the fastest best case time complexity?
"
1280,1280,2,0.156000003,"tree, binary, node, avl, search, child, root, follow, height, leaf","['reason', 'for', 'avl', 'tree', 'rebalance', 'insertion', 'deletion', 'node', 'change', 'decreasse', 'amount', 'node', 'store', 'keep', 'time', 'complexity', 'constant', 'allow', 'for', 'quick', 'tree']","What is the reason for AVL Trees rebalancing after insertion/deletion of a node?
"
1281,1281,52,0.244299993,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['if', 'post', 'order', 'traversal', 'binart', 'tree', 'pre']","If the post order traversal of a binart tree is DEBFCA. What is the pre order traversal?
"
1282,1282,36,0.079599999,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['number', 'swap', 'need', 'swap', 'list', 'number', 'ascend', 'order', 'use', 'bubble', 'sort']","What is the number of swaps needed to swap this list of numbers:8, 22, 7, 9, 31, 5, 13 in ascending order using bubble sort?
"
1283,1283,36,0.386799991,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['consider', 'singly', 'link', 'list', 'time', 'complexity', 'for', 'operation', 'best', 'bad', 'average', 'good', 'log', 'bad', 'average', 'log', 'best', 'bad', 'average', 'best', 'bad', 'average']","Consider the algorithm forinsertioninto a singly-linked list. What is the time complexity for this operation?
"
1284,1284,35,0.100699998,"int, if, for, while, return, follow, code, mean, sum, new","['follow', 'while']","What is the time complexity of the following algorithm?int m = 0;int i = n;while (i > 0) { m = m + 2i; i = i / 2;}
"
1285,1285,36,0.359699994,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['sort', 'algorithm', 'stable', 'selection', 'sort', 'merge', 'sort', 'quick', 'sort', 'none']","Which of these sorting algorithms is stable
"
1286,1286,36,0.371199995,"sort, algorithm, case, insertion, complexity, stable, quick, bad, time, selection","['follow', 'sort', 'algorithm', 'unstable', 'element', 'value', 'remain', 'order', 'sort', 'merge', 'sort', 'selection', 'sort', 'bubble', 'sort', 'insertion', 'sort']","Which one of the following sorting algorithms is unstable(elements with same value will remain in the same order after sort)?
"
1287,1287,52,0.178499997,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'pre', 'order', 'traversal', 'tree']","What is the result of pre-order traversal of this tree?
"
1288,1288,40,0.115099996,"number, find, take, step, item, average, many, give, second, if","['perform', 'bst', 'search', 'value', 'average', 'many', 'step', 'require', 'find', 'value', 'log', 'nlog']","When performing a BST search on N values, on average how many steps are required to find our value?
"
1289,1289,20,0.357300013,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size', 'none']","A certain quadratic time algorithm uses 50 elementary operations to process an input of size 20. What is the most likely number of elementary operations it will use if given an input of size 2000?
"
1290,1290,31,0.149800003,"high, iteration, note, randomly, look_like, condition, often, unanswerable, answerable, deal","['use', 'selection', 'sort', 'sort', 'lowest', 'high', 'following', 'list', 'iteration', 'none']","Using selection sort and sorting from lowest to highest, what will the following list look like after 3 iterations?[ 900, 321, 400, 60, 702, 9, 572, 18, 104]
"
1291,1291,40,0.450599998,"number, find, take, step, item, average, many, give, second, if","['consider', 'closed', 'hash', 'table', 'linear', 'probingcompute', 'average', 'number', 'step', 'take', 'insert', 'item', 'hash', 'table', 'total', 'number', 'available', 'bucket', 'number', 'unused', 'bucket', 'average', 'noof', 'step', 'average', 'noof', 'step', 'average', 'noof', 'step', 'average', 'step', 'average', 'noof', 'step']","Consider a closed hash table with linear probing.Compute the average number of steps taken to insert an item into a hash table with total number of available buckets being 10,000 and the number of unused buckets being 1,500.
"
